RefundID,OrderID,RefundDate,RefundAmount,RefundReason,RefundStatus
1003,14433,2026-03-21,255.74,Payment Issue,Approved
1004,14452,2025-01-25,484.2,Delivery Delay,Approved
1005,14460,2025-03-27,256.2,Poor Food Quality,Approved
1006,14466,2026-08-07,94.74,Incorrect Order,Requested
1007,14470,2026-04-30,417.79,Missing Item,Rejected
1008,14490,2024-04-30,1167.9,Poor Food Quality,Processed
1009,14495,2025-11-27,259.75,Missing Item,Requested
1010,14505,2024-07-22,118.98,Payment Issue,Processed
1011,14510,2025-07-22,1028.23,Payment Issue,Rejected
1012,14512,2024-03-28,210.9,Delivery Delay,Approved
1013,14516,2025-05-29,193.9,Payment Issue,Processed
1014,14538,2024-04-23,506.27,Payment Issue,Processed
1015,14545,2024-05-03,2130.58,Delivery Delay,Approved
1016,14557,2023-12-16,145.6,Payment Issue,Approved
1017,14560,2025-12-06,487.51,Payment Issue,Approved
1018,14580,2025-10-26,1662.29,Delivery Delay,Processed
1019,14623,2024-09-07,1016.91,Delivery Delay,Approved
1020,14639,2026-01-21,257.02,Missing Item,Processed
1021,14646,2026-05-15,821.35,Poor Food Quality,Requested
1022,14654,2023-12-15,749.56,Missing Item,Rejected
1023,14667,2024-04-20,798.91,Payment Issue,Requested
1024,14689,2025-08-24,1205.43,Poor Food Quality,Processed
1025,14695,2024-02-06,254.44,Poor Food Quality,Processed
1026,14713,2026-07-26,453.74,Incorrect Order,Processed
1027,14757,2025-03-29,1359.58,Missing Item,Approved
1028,14760,2024-10-12,198.74,Delivery Delay,Requested
1029,14780,2025-01-19,235.46,Delivery Delay,Approved
1030,14787,2025-05-20,870.73,Payment Issue,Approved
1031,14797,2025-08-13,254.78,Missing Item,Requested
1032,14801,2026-05-29,654.62,Missing Item,Approved
1033,14815,2025-01-24,856.52,Delivery Delay,Approved
1034,14824,2026-01-02,111.38,Incorrect Order,Rejected
1035,14828,2024-01-06,401.83,Poor Food Quality,Processed
1036,14840,2026-06-13,945.2,Poor Food Quality,Processed
1037,14844,2026-03-27,719.15,Missing Item,Processed
1038,14846,2026-03-31,978.65,Poor Food Quality,Processed
1039,14866,2024-05-25,354.66,Missing Item,Requested
1040,14946,2024-02-29,205.88,Incorrect Order,Processed
1041,14968,2025-07-05,314.0,Poor Food Quality,Processed
1042,14978,2025-07-23,212.73,Delivery Delay,Processed
1043,14979,2025-06-26,162.19,Poor Food Quality,Processed
1044,15028,2025-09-11,287.1,Missing Item,Requested
1045,15040,2025-06-27,102.38,Incorrect Order,Requested
1046,15060,2024-01-06,2615.33,Payment Issue,Approved
1047,15066,2024-06-15,207.4,Payment Issue,Approved
1048,15097,2025-06-02,1199.51,Delivery Delay,Processed
1049,15102,2024-07-01,200.58,Payment Issue,Requested
1050,15107,2024-04-15,113.89,Poor Food Quality,Processed
1051,15113,2024-05-28,506.02,Poor Food Quality,Rejected
1052,15135,2024-11-11,359.48,Incorrect Order,Rejected
1053,15136,2025-04-24,548.77,Incorrect Order,Approved
1054,15156,2025-01-28,1608.6,Poor Food Quality,Approved
1055,15177,2024-08-07,162.42,Poor Food Quality,Rejected
1056,15203,2025-12-03,215.99,Poor Food Quality,Rejected
1057,15220,2026-03-21,648.26,Delivery Delay,Processed
1058,15302,2025-10-13,1257.3,Missing Item,Processed
1059,15333,2026-04-15,530.77,Payment Issue,Rejected
1060,15335,2025-10-26,1482.28,Delivery Delay,Approved
1061,15371,2025-08-05,385.21,Delivery Delay,Approved
1062,15391,2025-02-04,219.39,Delivery Delay,Processed
1063,15412,2025-09-07,599.82,Payment Issue,Rejected
1064,15435,2024-01-01,590.1,Incorrect Order,Rejected
1065,15486,2024-10-15,604.97,Incorrect Order,Processed
1066,15493,2025-01-13,843.1,Poor Food Quality,Processed
1067,15496,2025-02-26,314.59,Incorrect Order,Processed
1068,15504,2026-03-02,246.14,Delivery Delay,Approved
1069,15507,2025-07-15,81.31,Incorrect Order,Approved
1070,15531,2026-07-07,120.75,Missing Item,Approved
1071,15538,2024-10-02,436.99,Delivery Delay,Processed
1072,15563,2024-12-24,50.35,Poor Food Quality,Requested
1073,15580,2024-06-13,353.09,Delivery Delay,Approved
1074,15583,2024-11-20,140.58,Missing Item,Approved
1075,15592,2025-02-16,383.88,Delivery Delay,Processed
1076,15594,2024-11-15,246.77,Poor Food Quality,Processed
1077,15618,2023-12-26,1195.08,Incorrect Order,Processed
1078,15633,2024-01-08,306.58,Incorrect Order,Requested
1079,15641,2024-07-19,476.99,Missing Item,Processed
1080,15659,2024-10-04,539.45,Poor Food Quality,Approved
1081,15662,2024-04-22,202.08,Poor Food Quality,Processed
1082,15676,2024-08-08,485.39,Missing Item,Approved
1083,15736,2025-03-27,224.28,Payment Issue,Rejected
1084,15748,2026-08-09,336.57,Incorrect Order,Approved
1085,15805,2025-11-10,583.34,Missing Item,Approved
1086,15862,2025-10-06,98.15,Delivery Delay,approved
1087,15876,2026-05-18,872.12,Poor Food Quality,Rejected
1088,15878,2024-05-19,181.84,Payment Issue,Processed
1089,15891,2024-09-15,1111.5,Delivery Delay,Processed
1090,15894,2026-04-24,-324.31,Delivery Delay,Processed
1091,15916,2025-02-23,176.05,Payment Issue,Approved
1092,15923,2024-01-25,769.81,Delivery Delay,Processed
1093,15947,2026-06-16,279.97,Missing Item,Rejected
1094,15955,2024-06-07,231.21,Incorrect Order,Approved
1095,15964,2026-01-05,266.25,Poor Food Quality,Processed
1096,16055,2024-02-12,578.17,Poor Food Quality,Approved
1097,16057,2024-05-03,1153.57,Payment Issue,Requested
1098,16065,2023-12-23,-110.77,Delivery Delay,Requested
1099,16099,2025-02-14,133.24,Delivery Delay,Processed
1100,16102,2026-01-29,143.27,Poor Food Quality,Processed
1101,16107,2024-09-21,1798.51,Delivery Delay,Approved
1102,16115,2025-03-25,1560.06,Missing Item,Approved
1103,16145,2024-08-09,389.61,Incorrect Order,Approved
1104,16150,2024-01-04,246.84,Incorrect Order,Approved
1105,16158,2025-04-27,187.52,Delivery Delay,Requested
1106,16165,2024-09-18,359.3,Delivery Delay,Processed
1107,16185,2024-04-25,126.06,Incorrect Order,Approved
1108,16194,2024-01-03,397.45,Incorrect Order,Processed
1109,16213,2024-05-07,21.34,Incorrect Order,Approved
1110,16226,2026-06-28,233.84,Payment Issue,Processed
1111,16231,2025-08-12,717.55,Incorrect Order,Processed
1112,16247,2024-01-01,1008.63,Poor Food Quality,approved
1113,16265,2024-04-06,661.23,Missing Item,Processed
1114,16270,2025-12-13,169.26,Missing Item,Approved
1115,16289,2024-11-02,144.55,Incorrect Order,Processed
1116,16291,2025-05-09,704.3,Poor Food Quality,Processed
1117,16359,2024-01-11,1913.16,Payment Issue,Approved
1118,16369,2024-11-02,973.92,Incorrect Order,Approved
1119,16383,2024-06-28,69.43,Payment Issue,Approved
1120,16387,2024-05-04,927.63,Poor Food Quality,Approved
1121,16397,2025-06-02,360.01,Incorrect Order,Requested
1122,16419,2025-08-11,510.13,Poor Food Quality,Approved
1123,16431,2026-05-02,26.34,Delivery Delay,Processed
1124,16448,2025-06-20,175.77,Delivery Delay,Processed
1125,16467,2026-08-09,385.68,Incorrect Order,Processed
1126,16473,2026-01-04,166.81,Missing Item,Processed
1127,16498,2025-01-24,999.97,Poor Food Quality,Requested
1128,16500,2025-03-03,934.02,Missing Item,Approved
1129,16545,2025-06-11,161.55,Missing Item,Approved
1130,16549,2025-04-03,221.45,Payment Issue,Approved
1131,16555,2024-03-03,164.64,Missing Item,Requested
1132,16587,2025-06-05,196.14,Poor Food Quality,Approved
1133,16620,2024-03-31,207.34,Delivery Delay,Processed
1134,16621,2025-09-10,662.44,Payment Issue,Requested
1135,16627,2025-05-30,712.49,Incorrect Order,Rejected
1136,16633,2026-08-09,962.19,Delivery Delay,Rejected
1137,16682,2025-05-08,364.43,Payment Issue,Rejected
1138,16691,2026-02-22,670.31,Poor Food Quality,Processed
1139,16701,2026-05-24,187.05,Poor Food Quality,Processed
1140,16703,2024-05-12,1284.56,Incorrect Order,Rejected
1141,16735,2025-08-27,477.42,Poor Food Quality,Approved
1142,16764,2025-08-10,321.83,Poor Food Quality,Processed
1143,16768,2024-07-16,295.72,Incorrect Order,Rejected
1144,16797,2025-04-28,132.71,Missing Item,Processed
1145,16805,2025-09-22,1329.15,Poor Food Quality,Processed
1146,16833,2024-10-26,127.19,Delivery Delay,Processed
1147,16845,2025-09-10,116.3,Payment Issue,Processed
1148,16852,2024-03-09,33.11,Missing Item,Approved
1149,16853,2026-05-02,60.2,Incorrect Order,Processed
1150,16863,2024-01-04,1006.9,Poor Food Quality,Approved
1151,16872,2026-02-12,272.62,Missing Item,Processed
1152,16882,2024-03-09,779.29,Missing Item,Approved
1153,16885,2024-12-27,209.92,Incorrect Order,Rejected
1154,16890,2025-10-24,252.38,Payment Issue,Rejected
1155,16892,2024-07-29,231.17,Missing Item,Processed
1156,16926,2025-03-18,536.26,Incorrect Order,Requested
1157,16937,2024-07-25,1308.66,Incorrect Order,Requested
1158,16965,2024-05-18,971.9,Incorrect Order,Requested
1159,16975,2024-02-20,397.94,Payment Issue,Requested
1160,16976,2024-05-07,992.21,Poor Food Quality,Processed
1161,17023,2024-07-14,547.38,Delivery Delay,Requested
1162,17061,2025-05-25,372.5,Missing Item,Approved
1163,17111,2025-03-09,1933.88,Delivery Delay,Processed
1164,17114,2024-09-23,144.21,Missing Item,Requested
1165,17151,2026-01-15,294.59,Delivery Delay,Approved
1166,17152,2026-01-24,955.24,Payment Issue,Approved
1167,17160,2024-11-23,452.65,Delivery Delay,Approved
1168,17164,2024-01-16,253.13,Delivery Delay,Requested
1169,17169,2025-05-29,226.54,Missing Item,Requested
1170,17185,2026-07-06,44.43,Poor Food Quality,Processed
1171,17187,2026-05-21,667.47,Incorrect Order,Approved
1172,17190,2024-06-24,273.7,Incorrect Order,Processed
1173,17192,2024-06-03,233.76,Payment Issue,Approved
1174,17217,2025-06-24,1183.87,Poor Food Quality,Processed
1175,17218,2025-11-15,280.85,Delivery Delay,Requested
1176,17249,2024-05-20,324.8,Poor Food Quality,Processed
1177,17283,2025-05-27,725.97,Missing Item,Rejected
1178,17289,2025-02-06,403.31,Missing Item,Processed
1179,17295,2025-07-31,337.85,Missing Item,Approved
1180,17300,2024-11-21,215.34,Missing Item,Processed
1181,17310,2025-01-27,470.07,Delivery Delay,Approved
1182,17342,2024-03-08,305.71,Incorrect Order,Requested
1183,17390,2025-01-08,485.57,Delivery Delay,Rejected
1184,17391,2026-03-25,290.06,Missing Item,requested
1185,17417,2026-04-18,466.65,Missing Item,Requested
1186,17471,2025-03-08,523.35,Incorrect Order,Processed
1187,17476,2025-04-03,268.84,Missing Item,Requested
1188,17479,2026-02-06,1306.9,Poor Food Quality,Approved
1189,17498,2024-06-07,499.76,Poor Food Quality,Processed
1190,17508,2026-03-03,465.16,Payment Issue,Approved
1191,17520,2025-11-11,124.77,Poor Food Quality,Processed
1192,17526,2025-04-30,110.83,Incorrect Order,Approved
1193,17540,2024-09-14,773.88,Incorrect Order,Approved
1194,17544,2026-02-06,493.94,Delivery Delay,Rejected
1195,17545,2025-03-11,400.42,Poor Food Quality,Requested
1196,17550,2025-03-16,779.1,Incorrect Order,Approved
1197,17607,2024-04-13,91.42,Missing Item,Approved
1198,17627,2024-09-28,278.1,Delivery Delay,Approved
1199,17630,2024-05-21,486.86,Poor Food Quality,Processed
1200,17635,2024-12-22,761.33,Missing Item,Rejected
1201,17663,2025-03-24,156.3,Payment Issue,Processed
1202,17664,2023-12-27,657.43,Missing Item,Approved
1203,17681,2024-11-16,779.16,Incorrect Order,Rejected
1204,17702,2024-05-14,631.1,Delivery Delay,Rejected
1205,17708,2026-05-05,248.24,Incorrect Order,Processed
1206,17719,2023-12-21,536.58,Poor Food Quality,Approved
1207,17730,2025-02-25,674.76,Payment Issue,Approved
1208,17734,2025-12-23,588.94,Incorrect Order,Approved
1209,17746,2025-05-15,1042.66,Payment Issue,Requested
1210,17759,2025-01-03,279.45,Delivery Delay,Approved
1211,17767,2026-01-15,312.16,Poor Food Quality,Processed
1212,17768,2025-12-26,451.3,Delivery Delay,Processed
1213,17807,2024-01-21,342.64,Payment Issue,Processed
1214,17808,2024-12-28,333.53,Payment Issue,Processed
1215,17828,2025-12-06,174.15,Delivery Delay,Approved
1216,17870,2026-06-17,638.09,Poor Food Quality,Processed
1217,17879,2026-08-11,256.02,Delivery Delay,Rejected
1218,17887,2024-04-23,614.72,Missing Item,Rejected
1219,17896,2026-03-07,89.36,Delivery Delay,Processed
1220,17897,2025-09-15,186.06,Payment Issue,Processed
1221,17905,2026-08-14,-230.34,Poor Food Quality,Approved
1222,17938,2024-02-13,1117.44,Poor Food Quality,Processed
1223,17948,2024-01-10,1273.14,Poor Food Quality,Rejected
1224,17971,2026-06-08,733.46,Delivery Delay,Processed
1225,17989,2025-09-07,330.25,Poor Food Quality,Approved
1226,18052,2026-03-15,375.9,Poor Food Quality,Approved
1227,18067,2024-05-15,346.45,Incorrect Order,Approved
1228,18081,2026-08-07,59.1,Incorrect Order,Rejected
1229,18095,2024-04-29,119.92,Payment Issue,Processed
1230,18096,2025-04-19,209.46,Missing Item,Rejected
1231,18110,2026-04-18,270.55,Payment Issue,Processed
1232,18115,2026-07-13,452.12,Payment Issue,Approved
1233,18116,2024-06-17,178.15,Missing Item,Processed
1234,18124,2025-10-20,484.33,Incorrect Order,Approved
1235,18145,2025-07-03,1454.88,Payment Issue,Approved
1236,18155,2024-04-26,508.02,Poor Food Quality,Rejected
1237,18221,2024-02-07,326.39,Payment Issue,Approved
1238,18227,2025-04-18,270.2,Missing Item,Processed
1239,18243,2024-09-13,516.22,Incorrect Order,Approved
1240,18266,2024-06-29,542.74,Missing Item,Approved
1241,18273,2024-06-29,667.87,Delivery Delay,Processed
1242,18298,2025-10-04,994.38,Delivery Delay,Processed
1243,18331,2024-04-22,1246.03,Poor Food Quality,Processed
1244,18335,2023-12-25,143.52,Poor Food Quality,Processed
1245,18343,2024-05-14,932.49,Delivery Delay,PROCESSED
1246,18354,2024-08-03,307.77,Payment Issue,Processed
1247,18360,2025-10-02,136.81,Missing Item,Rejected
1248,18376,2024-06-05,417.98,Delivery Delay,Approved
1249,18381,2024-03-10,147.42,Poor Food Quality,Approved
1250,18386,2024-05-27,174.51,Incorrect Order,Processed
1251,18404,2026-07-12,758.7,Payment Issue,Processed
1252,18409,2025-02-28,574.57,Payment Issue,Rejected
1253,18417,2025-03-19,23.53,Delivery Delay,Rejected
1254,18424,2025-11-01,1048.04,Poor Food Quality,Rejected
1255,18453,2024-10-11,254.51,Delivery Delay,Approved
1256,18501,2024-05-03,171.94,Incorrect Order,Approved
1257,18502,2025-04-12,209.85,Incorrect Order,Approved
1258,18507,2025-03-18,197.15,Incorrect Order,Requested
1259,18509,2025-04-26,337.33,Poor Food Quality,Approved
1260,18510,2025-05-20,479.54,Incorrect Order,Rejected
1261,18535,2024-06-03,563.56,Delivery Delay,Approved
1262,18565,2024-04-08,69.55,Payment Issue,Rejected
1263,18597,2026-06-15,747.12,Incorrect Order,Approved
1264,18600,2024-02-11,949.32,Poor Food Quality,Processed
1265,18611,2025-03-20,563.99,Payment Issue,Approved
1266,18612,2024-03-23,68.52,Delivery Delay,Approved
1267,18616,2024-11-26,1108.89,Incorrect Order,Approved
1268,18619,2025-09-03,893.73,Poor Food Quality,Requested
1269,18640,2026-07-03,52.1,Poor Food Quality,Approved
1270,18656,2025-07-28,32.13,Poor Food Quality,Processed
1271,18660,2025-11-21,2146.65,Delivery Delay,Approved
1272,18671,2024-01-14,991.9,Payment Issue,Requested
1273,18681,2026-01-28,275.91,Poor Food Quality,Approved
1274,18689,2025-08-10,1072.48,Incorrect Order,Rejected
1275,18702,2026-03-29,359.89,Incorrect Order,Requested
1276,18704,2023-12-24,392.64,Poor Food Quality,Approved
1277,18719,2025-03-06,450.71,Delivery Delay,Processed
1278,18765,2025-09-24,682.61,Missing Item,Approved
1279,18778,2025-03-23,177.68,Delivery Delay,Approved
1280,18833,2024-01-25,283.92,Delivery Delay,Approved
1281,18858,2024-11-02,153.05,Delivery Delay,Approved
1282,18878,2024-07-04,959.16,Payment Issue,Approved
1283,18897,2025-08-13,260.75,Payment Issue,Rejected
1284,18906,2024-11-18,618.26,Incorrect Order,Approved
1285,18910,2024-01-28,85.94,Incorrect Order,Approved
1286,18937,2025-09-08,325.68,Missing Item,Requested
1287,18943,2025-07-23,654.9,Incorrect Order,Rejected
1288,18956,2024-10-20,152.26,Poor Food Quality,Approved
1289,18961,2025-08-17,38.76,Payment Issue,Processed
1290,18965,2025-11-08,711.11,Incorrect Order,Processed
1291,18969,2023-12-14,176.47,Payment Issue,Processed
1292,18972,2025-06-24,436.1,Payment Issue,Approved
1293,18982,2024-10-13,392.28,Poor Food Quality,Approved
1294,19048,2024-08-01,447.46,Incorrect Order,Approved
1295,19053,2025-06-23,200.72,Missing Item,Rejected
1296,19068,2025-04-03,159.78,Payment Issue,Processed
1297,19122,2025-07-29,226.83,Incorrect Order,Approved
1298,19136,2024-02-08,1668.17,Poor Food Quality,Processed
1299,19147,2024-04-13,1258.96,Incorrect Order,Approved
1300,19153,2024-10-03,815.83,Delivery Delay,Approved
1301,19168,2025-01-29,1008.83,Missing Item,Approved
1302,19184,2026-08-13,611.33,Delivery Delay,Approved
1303,19217,2024-08-04,662.33,Missing Item,Approved
1304,19220,2026-02-19,367.59,Missing Item,Processed
1305,19236,2025-12-26,753.97,Incorrect Order,Requested
1306,19264,2024-03-18,550.21,Missing Item,Approved
1307,19278,2024-07-08,71.29,Payment Issue,Approved
1308,19293,2024-01-17,475.54,Missing Item,Approved
1309,19299,2026-03-20,353.47,Missing Item,Rejected
1310,19307,2026-02-23,1218.02,Delivery Delay,Approved
1311,19324,2024-06-28,450.53,Poor Food Quality,Processed
1312,19352,2025-06-07,212.31,Delivery Delay,Processed
1313,19386,2025-04-16,849.9,Delivery Delay,Rejected
1314,19410,2025-04-24,633.44,Poor Food Quality,Processed
1315,19417,2025-11-01,491.05,Delivery Delay,Rejected
1316,19432,2025-08-10,789.13,Payment Issue,Processed
1317,19446,2024-07-25,464.37,Delivery Delay,Requested
1318,19463,2024-11-14,67.73,Poor Food Quality,Processed
1319,19469,2026-02-14,560.32,Missing Item,Approved
1320,19479,2024-05-16,845.12,Incorrect Order,rejected
1321,19515,2026-03-31,42.13,Poor Food Quality,Processed
1322,19524,2025-04-13,403.67,Delivery Delay,Approved
1323,19530,2024-06-24,1124.41,Missing Item,Approved
1324,19556,2025-07-01,86.68,Poor Food Quality,Processed
1325,19560,2024-09-11,779.72,Poor Food Quality,Processed
1326,19584,2024-04-01,634.2,Missing Item,Approved
1327,19585,2026-01-11,250.19,Delivery Delay,Processed
1328,19598,2026-01-11,1029.76,Payment Issue,Processed
1329,19599,2024-05-12,264.35,Poor Food Quality,Rejected
1330,19604,2026-01-04,2136.02,Missing Item,Requested
1331,19607,2026-06-09,915.29,Incorrect Order,Rejected
1332,19608,2026-05-16,248.16,Poor Food Quality,Processed
1333,19614,2025-11-19,979.73,Delivery Delay,Rejected
1334,19631,2025-07-03,339.44,Missing Item,Processed
1335,19648,2025-03-31,1813.93,Delivery Delay,Requested
1336,19658,2024-03-27,596.07,Incorrect Order,Approved
1337,19661,2025-06-29,295.1,Missing Item,Requested
1338,19664,2025-08-10,483.42,Poor Food Quality,Rejected
1339,19668,2024-10-17,227.83,Payment Issue,Processed
1340,19670,2025-04-18,597.07,Delivery Delay,Approved
1341,19686,2026-04-22,1485.15,Missing Item,Processed
1342,19707,2024-07-18,344.92,Incorrect Order,Requested
1343,19720,2025-07-07,189.96,Missing Item,Rejected
1344,19743,2026-03-02,931.17,Delivery Delay,Approved
1345,19786,2025-01-11,686.7,Poor Food Quality,Processed
1346,19795,2025-05-15,74.66,Poor Food Quality,Approved
1347,19806,2025-01-16,570.5,Payment Issue,Processed
1348,19823,2024-07-10,158.46,Poor Food Quality,Processed
1349,19825,2025-09-04,169.78,Incorrect Order,Approved
1350,19833,2025-01-03,508.55,Payment Issue,Processed
1351,19836,2025-10-13,636.29,Delivery Delay,Requested
1352,19885,2026-06-12,667.37,Incorrect Order,Processed
1353,19890,2024-01-24,217.27,Delivery Delay,Approved
1354,19904,2024-01-10,683.77,Payment Issue,Approved
1355,19935,2025-09-30,667.84,Incorrect Order,Rejected
1356,19944,2024-05-21,607.27,Missing Item,Processed
1357,19958,2026-01-12,77.33,Incorrect Order,Approved
1358,19966,2023-12-29,148.89,Poor Food Quality,Processed
1359,20001,2025-05-10,764.17,Incorrect Order,Approved
1360,20019,2024-09-14,1097.26,Missing Item,Processed
1361,20029,2024-11-17,97.85,Missing Item,Processed
1362,20046,2025-05-01,319.4,Incorrect Order,Processed
1363,20050,2026-06-27,825.65,Delivery Delay,Approved
1364,20052,2024-06-19,675.52,Poor Food Quality,Approved
1365,20061,2025-01-11,393.34,Missing Item,Requested
1366,20096,2026-06-18,570.83,Delivery Delay,Processed
1367,20105,2024-03-05,298.72,Delivery Delay,Approved
1368,20181,2024-06-09,1051.47,Incorrect Order,Approved
1369,20206,2024-01-18,603.36,Payment Issue,Rejected
1370,20219,2024-09-26,348.45,Missing Item,Processed
1371,20231,2026-01-29,491.51,Poor Food Quality,Requested
1372,20235,2026-01-28,903.22,Payment Issue,Rejected
1373,20256,2025-12-20,553.32,Delivery Delay,Processed
1374,20258,2024-04-17,475.61,Payment Issue,Processed
1375,20266,2024-03-01,72.09,Poor Food Quality,Approved
1376,20277,2025-06-17,589.13,Poor Food Quality,Approved
1377,20288,2026-01-20,567.5,Incorrect Order,Processed
1378,20296,2026-05-28,1444.01,Payment Issue,Processed
1379,20320,2025-11-23,1052.24,Incorrect Order,Requested
1380,20337,2025-12-22,967.64,Incorrect Order,Processed
1381,20354,2025-07-06,62.57,Poor Food Quality,Approved
1382,20380,2024-09-29,-615.91,Missing Item,Approved
1383,20386,2026-05-09,320.42,Missing Item,Approved
1384,20398,2026-04-12,413.23,Delivery Delay,Processed
1385,20422,2025-02-21,1137.75,Incorrect Order,Processed
1386,20434,2026-01-24,538.83,Incorrect Order,Rejected
1387,20437,2025-07-14,383.2,Missing Item,Requested
1388,20444,2025-01-20,477.98,Incorrect Order,Rejected
1389,20462,2026-01-11,207.34,Poor Food Quality,Processed
1390,20478,2024-02-13,309.12,Missing Item,Processed
1391,20492,2024-07-01,841.97,Payment Issue,Approved
1392,20506,2025-10-21,83.63,Delivery Delay,Processed
1393,20545,2026-06-12,90.11,Poor Food Quality,Approved
1394,20547,2024-12-14,457.68,Payment Issue,Processed
1395,20556,2026-03-27,483.43,Incorrect Order,Processed
1396,20574,2026-08-19,139.22,Missing Item,Processed
1397,20575,2024-09-22,434.81,Incorrect Order,Processed
1398,20577,2025-10-18,1051.62,Incorrect Order,Processed
1399,20579,2023-12-29,248.34,Incorrect Order,Processed
1400,20584,2025-03-31,939.46,Missing Item,Approved
1401,20589,2026-03-05,1216.49,Poor Food Quality,Approved
1402,20599,2024-11-27,639.87,Missing Item,Processed
1403,20636,2024-04-30,199.49,Incorrect Order,Processed
1404,20643,2026-08-16,71.57,Delivery Delay,Processed
1405,20651,2024-05-26,710.81,Missing Item,Processed
1406,20654,2024-07-01,847.72,Payment Issue,Processed
1407,20669,2026-06-29,702.74,Delivery Delay,Requested
1408,20675,2024-06-01,330.42,Poor Food Quality,Rejected
1409,20683,2025-06-06,767.05,Incorrect Order,Requested
1410,20707,2024-07-04,230.24,Payment Issue,Requested
1411,20708,2026-04-18,850.61,Incorrect Order,Processed
1412,20753,2026-07-24,378.02,Missing Item,Approved
1413,20772,2025-03-10,2217.33,Poor Food Quality,Processed
1414,20802,2024-08-14,242.84,Delivery Delay,Rejected
1415,20825,2025-12-17,1107.84,Incorrect Order,Processed
1416,20829,2026-01-18,316.29,Payment Issue,Processed
1417,20834,2026-02-08,168.73,Delivery Delay,Rejected
1418,20851,2024-02-09,447.69,Incorrect Order,Processed
1419,20854,2026-06-15,230.96,Payment Issue,Requested
1420,20880,2025-03-03,784.4,Payment Issue,Approved
1421,20887,2023-12-13,949.15,Delivery Delay,Approved
1422,20931,2024-04-03,313.82,Delivery Delay,Approved
1423,20937,2026-04-21,196.32,Poor Food Quality,Requested
1424,20943,2024-05-18,230.21,Payment Issue,Rejected
1425,20949,2024-08-18,278.93,Delivery Delay,Approved
1426,20963,2026-05-22,664.33,Missing Item,Processed
1427,20967,2025-02-24,359.89,Payment Issue,Requested
1428,20971,2024-02-24,299.22,Missing Item,Approved
1429,20980,2023-12-24,726.1,Poor Food Quality,Rejected
1430,21003,2025-07-27,511.06,Payment Issue,Rejected
1431,21014,2025-12-17,999.23,Delivery Delay,Approved
1432,21027,2025-12-02,484.19,Poor Food Quality,Processed
1433,21028,2025-06-18,372.73,Missing Item,Approved
1434,21041,2024-05-02,142.31,Delivery Delay,Processed
1435,21046,2025-09-18,880.75,Delivery Delay,Processed
1436,21063,2025-04-25,1270.42,Missing Item,Processed
1437,21075,2026-02-04,501.21,Delivery Delay,Processed
1438,21083,2025-07-03,145.94,Incorrect Order,Processed
1439,21092,2024-12-28,415.19,Poor Food Quality,Processed
1440,21094,2024-09-18,1199.68,Payment Issue,Requested
1441,21095,2025-05-12,584.94,Delivery Delay,Processed
1442,21100,2025-07-22,399.74,Incorrect Order,Processed
1443,21119,2024-12-31,707.45,Poor Food Quality,Rejected
1444,21159,2025-02-21,394.79,Payment Issue,Rejected
1445,21166,2024-06-20,811.99,Poor Food Quality,Approved
1446,21178,2025-03-31,621.83,Poor Food Quality,Approved
1447,21180,2025-09-03,654.2,Missing Item,Approved
1448,21187,2025-01-20,216.22,Missing Item,Requested
1449,21195,2025-04-06,688.66,Payment Issue,Requested
1450,21208,2025-07-06,921.82,Poor Food Quality,Approved
1451,21235,2025-10-18,579.24,Poor Food Quality,Rejected
1452,21237,2025-08-16,150.1,Poor Food Quality,Requested
1453,21241,2026-05-04,997.93,Delivery Delay,Approved
1454,21247,2026-06-09,100.44,Incorrect Order,Processed
1455,21279,2025-06-27,1070.41,Missing Item,Approved
1456,21280,2024-05-30,133.22,Delivery Delay,Processed
1457,21297,2024-01-08,662.48,Payment Issue,Approved
1458,21334,2026-05-13,990.53,Missing Item,Requested
1459,21363,2025-07-09,1008.66,Incorrect Order,Processed
1460,21370,2024-10-04,248.3,Delivery Delay,Approved
1461,21371,2024-05-19,341.86,Missing Item,Processed
1462,21378,2025-08-27,1893.98,Incorrect Order,Processed
1463,21385,2026-02-13,570.58,Payment Issue,Approved
1464,21388,2025-12-30,246.6,Payment Issue,Processed
1465,21401,2023-12-27,1279.62,Payment Issue,Approved
1466,21420,2025-02-19,258.38,Missing Item,Approved
1467,21437,2024-08-17,1763.92,Payment Issue,Approved
1468,21446,2024-01-27,701.18,Incorrect Order,Rejected
1469,21460,2026-03-05,1151.87,Payment Issue,Processed
1470,21473,2026-04-29,1937.51,Delivery Delay,Processed
1471,21477,2026-03-07,801.34,Delivery Delay,Requested
1472,21481,2024-11-23,276.47,Incorrect Order,Rejected
1473,21506,2024-04-01,669.03,Payment Issue,Processed
1474,21527,2026-06-09,444.0,Poor Food Quality,Approved
1475,21583,2025-06-02,679.16,Payment Issue,Rejected
1476,21585,2026-06-18,1162.1,Incorrect Order,Rejected
1477,21595,2024-01-29,197.72,Delivery Delay,Approved
1478,21602,2025-12-23,776.04,Delivery Delay,Requested
1479,21612,2024-01-27,361.43,Delivery Delay,Processed
1480,21660,2025-11-16,782.08,Delivery Delay,Approved
1481,21663,2024-02-04,424.63,Incorrect Order,Approved
1482,21688,2024-11-10,1664.31,Missing Item,Approved
1483,21689,2024-03-03,369.86,Poor Food Quality,Processed
1484,21720,2024-01-12,317.33,Delivery Delay,Processed
