WastageID,BranchID,IngredientID,WastageDate,WastageQuantity,WastageReason,EstimatedWastageCost
4765,10,50,2024-04-17,5.95,Expired,1438.47
4766,10,3,2024-04-13,1.62,Spoilage,47.94
4767,10,42,2024-04-17,7.57,Preparation Error,578.2
4768,10,5,2024-04-15,8.73,Storage Issue,1689.17
4769,10,31,2024-04-13,5.97,Expired,591.21
4770,10,57,2024-04-15,14.01,Spoilage,4459.52
4771,10,12,2024-04-10,10.6,Preparation Error,1271.58
4772,10,2,2024-04-01,2.31,Expired,474.22
4773,10,36,2024-05-07,3.72,Spoilage,171.34
4774,10,54,2024-05-06,13.65,Overproduction,2428.06
4775,10,60,2024-05-14,2.14,Overproduction,74.04
4776,10,16,2024-05-01,10.77,Expired,1321.59
4777,10,58,2024-05-16,5.57,Expired,526.75
4778,10,9,2024-05-10,10.48,Expired,3559.43
4779,10,20,2024-05-12,5.57,Quality Issue,1624.1
4780,10,11,2024-05-21,1.94,Expired,364.49
4781,10,30,2024-05-24,4.16,Storage Issue,1307.86
4782,10,41,2024-06-17,8.94,Storage Issue,2967.45
4783,10,31,2024-06-27,2.33,Quality Issue,186.52
4784,10,11,2024-06-03,9.34,Storage Issue,279.36
4785,10,46,2024-06-16,11.89,Spoilage,3336.81
4786,10,8,2024-06-07,7.79,Expired,250.53
4787,10,54,2024-06-02,13.22,Expired,3896.6
4788,10,39,2024-06-27,4.05,Expired,915.14
4789,10,45,2024-06-27,11.36,Quality Issue,3353.02
4790,10,35,2024-06-28,11.62,Quality Issue,2547.34
4791,10,8,2024-07-15,1.48,Overproduction,425.06
4792,10,16,2024-07-05,6.94,Expired,1463.23
4793,10,17,2024-07-23,9.17,Storage Issue,1542.49
4794,10,3,2024-07-10,8.21,Expired,425.2
4795,10,28,2024-07-20,3.23,Expired,653.78
4796,10,11,2024-07-25,11.34,Expired,1975.54
4797,10,20,2024-07-19,2.52,Expired,626.14
4798,10,29,2024-07-21,7.98,Spoilage,2226.02
4799,10,36,2024-07-21,10.13,Overproduction,2269.53
4800,10,52,2024-08-27,12.47,Quality Issue,1536.43
4801,10,19,2024-08-14,3.92,Overproduction,1005.64
4802,10,30,2024-08-10,13.87,Spoilage,1297.4
4803,10,4,2024-08-15,7.12,Overproduction,284.59
4804,10,60,2024-08-04,6.49,Preparation Error,1716.8
4805,10,3,2024-08-04,7.45,Preparation Error,773.68
4806,10,18,2024-08-05,10.57,Overproduction,3161.91
4807,10,39,2024-08-07,7.05,Quality Issue,1133.15
4808,10,43,2024-08-08,9.61,Expired,2751.05
4809,10,28,2024-09-11,10.57,Expired,3618.32
4810,10,64,2024-09-11,8.4,Preparation Error,1780.63
4811,10,32,2024-09-24,5.08,Preparation Error,1207.31
4812,10,4,2024-09-06,7.48,Quality Issue,2605.88
4813,10,10,2024-09-15,1.38,Overproduction,472.69
4814,10,24,2024-09-26,14.6,Storage Issue,4880.63
4815,10,57,2024-09-08,8.38,Preparation Error,186.12
4816,10,60,2024-09-24,7.65,Quality Issue,1512.25
4817,10,33,2024-09-09,11.28,Storage Issue,1163.87
4818,10,39,2024-10-06,4.14,Expired,805.77
4819,10,7,2024-10-02,4.88,Storage Issue,1521.44
4820,10,40,2024-10-05,2.97,Expired,872.68
4821,10,9,2024-10-02,10.54,Overproduction,701.12
4822,10,1,2024-10-21,3.53,Spoilage,654.64
4823,10,22,2024-10-08,8.07,Storage Issue,1482.86
4824,10,13,2024-10-16,3.62,Quality Issue,1244.59
4825,10,34,2024-10-13,12.43,Expired,3183.32
4826,10,41,2024-10-23,3.87,Expired,203.91
4827,10,6,2024-11-10,1.44,Overproduction,245.79
4828,10,9,2024-11-05,4.48,Spoilage,748.56
4829,10,63,2024-11-09,1.63,Preparation Error,382.01
4830,10,60,2024-11-06,14.41,Overproduction,4678.35
4831,10,3,2024-11-15,7.88,Overproduction,951.35
4832,10,33,2024-11-12,2.77,Overproduction,77.42
4833,10,34,2024-11-06,10.66,Quality Issue,291.76
4834,10,52,2024-11-06,8.29,Storage Issue,562.64
4835,10,49,2024-11-27,1.44,Expired,147.37
4836,10,43,2024-12-20,1.84,Spoilage,313.61
4837,10,44,2024-12-02,5.83,Quality Issue,1935.73
4838,10,32,2024-12-07,9.2,Quality Issue,2855.13
4839,10,65,2024-12-27,3.78,spoilage,431.18
4840,10,62,2024-12-14,4.76,Expired,390.22
4841,10,49,2024-12-22,4.3,Spoilage,132.61
4842,10,27,2024-12-15,3.73,Spoilage,876.7
4843,10,7,2024-12-14,11.12,Spoilage,2102.01
4844,10,33,2024-12-18,13.14,Expired,298.67
4845,10,25,2025-01-18,1.66,Storage Issue,270.48
4846,10,44,2025-01-23,2.68,Overproduction,345.8
4847,10,55,2025-01-18,2.31,Preparation Error,517.35
4848,10,63,2025-01-16,10.32,Quality Issue,1262.76
4849,10,23,2025-01-17,1.32,Quality Issue,135.95
4850,10,42,2025-01-06,13.2,Expired,4571.03
4851,10,59,2025-01-14,9.38,Preparation Error,2994.85
4852,10,54,2025-01-28,9.65,Overproduction,628.5
4853,10,61,2025-01-24,3.9,Quality Issue,1058.81
4854,10,45,2025-02-11,6.28,Overproduction,1280.68
4855,10,30,2025-02-02,2.96,Storage Issue,837.27
4856,10,46,2025-02-02,6.4,Expired,837.89
4857,10,12,2025-02-20,13.73,Expired,1499.87
4858,10,62,2025-02-20,11.56,Preparation Error,834.98
4859,10,13,2025-02-01,3.98,Expired,1190.86
4860,10,50,2025-02-03,14.17,Expired,4180.29
4861,10,55,2025-02-02,13.09,Expired,2498.49
4862,10,41,2025-02-08,9.74,Storage Issue,2037.41
4863,10,51,2025-03-03,10.84,Storage Issue,238.26
4864,10,36,2025-03-06,9.68,Expired,2536.06
4865,10,7,2025-03-15,9.89,Overproduction,2140.69
4866,10,20,2025-03-16,11.58,Expired,3238.81
4867,10,5,2025-03-22,12.76,Expired,2433.33
4868,10,21,2025-03-22,8.16,Expired,2245.39
4869,10,2,2025-03-03,2.75,Expired,801.96
4870,10,61,2025-03-03,3.53,Quality Issue,297.16
4871,10,45,2025-03-18,12.86,Overproduction,1049.12
4872,10,23,2025-04-14,4.19,Expired,265.73
4873,10,31,2025-04-27,6.11,Expired,2028.46
4874,10,24,2025-04-26,6.96,Quality Issue,1921.24
4875,10,1,2025-04-18,6.88,Expired,1496.95
4876,10,44,2025-04-21,9.37,STORAGE ISSUE,1307.77
4877,10,5,2025-04-19,14.23,Storage Issue,413.1
4878,10,30,2025-04-09,13.34,Overproduction,3721.06
4879,10,10,2025-04-18,14.1,Storage Issue,4258.34
4880,10,15,2025-04-20,5.5,Overproduction,342.54
4881,10,55,2025-05-09,7.48,Spoilage,1164.86
4882,10,41,2025-05-20,11.02,Expired,1257.6
4883,10,14,2025-05-14,2.54,Storage Issue,100.1
4884,10,6,2025-05-16,11.26,Overproduction,3699.81
4885,10,40,2025-05-06,2.17,Overproduction,47.13
4886,10,56,2025-05-01,3.71,Expired,423.46
4887,10,22,2025-05-12,2.53,Spoilage,174.11
4888,10,65,2025-05-16,1.57,Expired,272.02
4889,10,35,2025-05-13,12.73,Expired,1881.62
4890,10,48,2025-06-03,4.91,Spoilage,1498.19
4891,10,15,2025-06-10,14.11,Spoilage,4206.19
4892,10,44,2025-06-10,1.06,Preparation Error,216.52
4893,10,21,2025-06-16,6.99,Expired,2095.95
4894,10,2,2025-06-01,3.18,Expired,824.42
4895,10,4,2025-06-03,7.75,Preparation Error,308.22
4896,10,32,2025-06-25,4.17,Storage Issue,1084.58
4897,10,55,2025-06-12,13.32,Quality Issue,1508.36
4898,10,61,2025-06-15,1.06,Quality Issue,316.36
4899,10,62,2025-07-19,11.84,Overproduction,3278.5
4900,10,40,2025-07-12,14.15,Spoilage,2037.74
4901,10,54,2025-07-24,8.31,Spoilage,1288.55
4902,10,44,2025-07-24,5.12,Quality Issue,509.59
4903,10,15,2025-07-06,14.64,Expired,1175.88
4904,10,8,2025-07-02,12.58,Quality Issue,847.89
4905,10,19,2025-07-28,11.18,Overproduction,1136.45
4906,10,5,2025-07-27,5.2,Quality Issue,1347.01
4907,10,64,2025-07-10,11.32,STORAGE ISSUE,2750.08
4908,10,58,2025-08-13,11.43,Quality Issue,2493.57
4909,10,5,2025-08-12,14.49,Expired,4889.22
4910,10,25,2025-08-03,10.93,Preparation Error,1530.64
4911,10,32,2025-08-25,7.14,Preparation Error,1623.99
4912,10,48,2025-08-23,5.04,Preparation Error,1448.65
4913,10,12,2025-08-26,12.78,Overproduction,1050.64
4914,10,9,2025-08-08,8.38,Preparation Error,506.07
4915,10,65,2025-08-09,3.22,Expired,682.51
4916,10,8,2025-08-26,7.66,Overproduction,943.18
4917,10,6,2025-09-06,12.75,Preparation Error,2540.31
4918,10,24,2025-09-22,5.14,Quality Issue,312.61
4919,10,1,2025-09-06,8.39,Quality Issue,1496.94
4920,10,7,2025-09-08,13.42,Expired,1606.37
4921,10,8,2025-09-01,2.83,Quality Issue,231.78
4922,10,29,2025-09-19,87.22,Storage Issue,2907.67
4923,10,26,2025-09-25,4.33,Quality Issue,1367.63
4924,10,4,2025-09-16,10.7,Quality Issue,1620.41
4925,10,19,2025-09-22,4.74,Expired,719.96
4926,10,61,2025-10-05,8.72,Preparation Error,2314.2
4927,10,27,2025-10-14,7.47,Preparation Error,292.6
4928,10,36,2025-10-20,12.04,Overproduction,3048.65
4929,10,16,2025-10-10,8.55,Storage Issue,622.44
4930,10,42,2025-10-13,1.02,Overproduction,288.03
4931,10,52,2025-10-14,12.33,Expired,3475.33
4932,10,63,2025-10-08,5.14,Expired,1385.74
4933,10,49,2025-10-09,6.72,Expired,1032.73
4934,10,24,2025-10-04,6.97,Spoilage,2072.25
4935,10,42,2025-11-04,10.58,Expired,2411.18
4936,10,55,2025-11-09,13.03,Overproduction,4165.3
4937,10,19,2025-11-25,12.48,Quality Issue,1962.23
4938,10,5,2025-11-24,1.13,Expired,381.6
4939,10,58,2025-11-17,11.71,Overproduction,1610.48
4940,10,9,2025-11-09,7.06,Expired,2142.5
4941,10,10,2025-11-21,1.89,Preparation Error,440.67
4942,10,28,2025-11-14,1.32,Quality Issue,198.75
4943,10,29,2025-11-22,9.3,Spoilage,1820.1
4944,10,51,2025-12-03,5.6,Spoilage,126.84
4945,10,30,2025-12-05,4.65,Overproduction,233.9
4946,10,11,2025-12-04,12.78,Preparation Error,3571.24
4947,10,49,2025-12-26,6.44,Storage Issue,1460.91
4948,10,22,2025-12-09,1.28,Expired,44.68
4949,10,1,2025-12-14,93.8,Quality Issue,4685.85
4950,10,27,2025-12-16,11.07,Storage Issue,2975.95
4951,10,62,2025-12-02,11.43,Expired,1603.63
4952,10,52,2025-12-09,3.52,Storage Issue,731.35
4953,10,19,2026-01-16,13.61,Storage Issue,885.47
4954,10,61,2026-01-01,2.17,Storage Issue,580.43
4955,10,40,2026-01-01,5.17,Expired,1168.99
4956,10,48,2026-01-21,4.42,Spoilage,733.15
4957,10,57,2026-01-05,1.75,Preparation Error,541.91
4958,10,52,2026-01-22,10.91,Storage Issue,3626.92
4959,10,15,2026-01-26,3.26,Preparation Error,759.78
4960,10,39,2026-01-08,94.36,Spoilage,1610.86
4961,10,20,2026-01-24,4.46,Expired,745.0
4962,10,57,2026-02-18,11.59,Quality Issue,1531.97
4963,10,63,2026-02-12,11.5,Expired,1301.45
4964,10,37,2026-02-24,13.01,Quality Issue,2575.33
4965,10,27,2026-02-18,4.9,Expired,1654.09
4966,10,61,2026-02-21,3.25,Expired,978.22
4967,10,26,2026-02-23,13.8,Storage Issue,2640.22
4968,10,60,2026-02-25,4.47,Storage Issue,1450.56
4969,10,31,2026-02-21,4.77,Quality Issue,1286.85
4970,10,45,2026-02-25,7.92,Preparation Error,1038.23
4971,10,30,2026-03-06,13.19,Spoilage,2688.52
4972,10,61,2026-03-03,6.28,Preparation Error,229.28
4973,10,18,2026-03-20,2.81,Spoilage,181.75
4974,10,31,2026-03-13,4.22,Quality Issue,392.46
4975,10,25,2026-03-28,3.89,Overproduction,875.21
4976,10,48,2026-03-16,12.65,Quality Issue,3111.77
4977,10,5,2026-03-05,11.15,Spoilage,3669.35
4978,10,13,2026-03-19,3.2,Quality Issue,908.22
4979,10,32,2026-03-21,5.39,Quality Issue,844.07
4980,10,5,2026-04-05,9.35,Overproduction,1710.49
4981,10,46,2026-04-13,9.58,Overproduction,967.58
4982,10,3,2026-04-06,14.95,Spoilage,2365.54
4983,10,45,2026-04-22,11.71,Overproduction,1136.34
4984,10,2,2026-04-18,3.46,Preparation Error,968.56
4985,10,44,2026-04-07,11.94,Overproduction,2347.88
4986,10,58,2026-04-18,5.66,Expired,377.24
4987,10,25,2026-04-17,4.98,Overproduction,1507.6
4988,10,39,2026-04-09,11.67,Preparation Error,587.93
4989,10,10,2026-05-08,3.56,Storage Issue,203.63
4990,10,3,2026-05-05,8.62,Expired,1642.2
4991,10,30,2026-05-25,11.09,Expired,3278.87
4992,10,28,2026-05-21,1.13,Expired,66.23
4993,10,16,2026-05-14,4.59,Quality Issue,1151.72
4994,10,35,2026-05-09,13.22,Expired,2895.05
4995,10,32,2026-05-17,12.6,Quality Issue,808.16
4996,10,44,2026-05-15,5.55,Expired,349.21
4997,10,21,2026-05-13,8.18,Storage Issue,2564.43
4998,10,55,2026-06-24,7.93,Overproduction,1035.58
4999,10,4,2026-06-02,4.52,Preparation Error,1029.7
5000,10,65,2026-06-27,1.36,Quality Issue,161.32
5001,10,14,2026-06-10,10.11,Preparation Error,2950.3
5002,10,46,2026-06-24,14.2,Expired,4036.49
5003,10,56,2026-06-20,14.89,Storage Issue,2406.52
5004,10,3,2026-06-14,3.71,Quality Issue,974.88
5005,10,1,2026-06-27,7.42,Expired,1674.4
5006,10,47,2026-06-16,5.37,Quality Issue,1779.51
5007,10,48,2026-07-23,6.91,Overproduction,1979.09
5008,10,18,2026-07-10,8.46,Preparation Error,502.27
5009,10,59,2026-07-17,8.9,Storage Issue,2992.0
5010,10,58,2026-07-06,5.08,Overproduction,1230.88
5011,10,45,2026-07-07,9.35,Expired,1941.06
5012,10,9,2026-07-03,14.91,Overproduction,4240.11
5013,10,4,2026-07-24,3.74,Overproduction,106.7
5014,10,38,2026-07-09,13.18,Preparation Error,1662.53
5015,10,34,2026-07-01,6.25,Overproduction,977.5
5016,10,47,2026-08-08,1.57,Expired,183.0
5017,10,64,2026-08-24,12.55,Expired,1261.65
5018,10,19,2026-08-07,14.43,Quality Issue,4669.55
5019,10,44,2026-08-28,3.29,Storage Issue,1006.74
5020,10,24,2026-08-15,6.62,Quality Issue,1880.74
5021,10,59,2026-08-26,10.31,Expired,2944.43
5022,10,43,2026-08-15,7.7,Quality Issue,2689.92
5023,10,12,2026-08-06,10.99,Expired,2427.14
5024,10,49,2026-08-09,8.23,Spoilage,2542.08
5025,11,24,2024-01-21,10.56,Preparation Error,2302.92
5026,11,31,2024-01-03,11.93,QUALITY ISSUE,1449.38
5027,11,48,2024-01-09,13.44,Storage Issue,2093.68
5028,11,60,2024-01-14,15.0,Expired,5004.45
5029,11,25,2024-01-23,2.57,Spoilage,136.85
5030,11,3,2024-01-24,3.07,Preparation Error,156.72
5031,11,39,2024-01-17,9.06,Overproduction,1670.39
5032,11,47,2024-01-16,11.24,Spoilage,1323.17
5033,11,57,2024-01-01,5.65,Storage Issue,1717.83
5034,11,42,2024-01-13,2.63,Expired,784.87
5035,11,55,2024-01-04,2.23,Spoilage,356.87
5036,11,32,2024-01-19,9.24,Overproduction,1254.42
5037,11,51,2024-01-07,3.14,Storage Issue,1049.33
5038,11,44,2024-01-27,12.87,Storage Issue,2386.23
5039,11,13,2024-01-16,3.81,Spoilage,1029.92
5040,11,22,2024-02-23,9.54,Preparation Error,3270.6
5041,11,28,2024-02-01,8.33,Spoilage,1489.24
5042,11,6,2024-02-25,3.99,Overproduction,845.04
5043,11,64,2024-02-20,8.63,Quality Issue,2476.72
5044,11,7,2024-02-14,10.72,Spoilage,2793.42
5045,11,49,2024-02-09,9.34,Storage Issue,1192.06
5046,11,57,2024-02-23,1.12,Expired,225.12
5047,11,30,2024-02-08,8.8,Expired,676.81
5048,11,54,2024-02-19,10.49,Spoilage,2478.79
5049,11,42,2024-02-11,10.89,Expired,2179.96
5050,11,16,2024-02-26,6.2,Storage Issue,632.52
5051,11,37,2024-02-19,7.47,Quality Issue,911.71
5052,11,41,2024-02-14,12.87,Overproduction,3005.02
5053,11,38,2024-02-26,9.64,Preparation Error,2195.41
5054,11,14,2024-02-01,7.43,Expired,2492.99
5055,11,7,2024-03-17,4.94,Quality Issue,481.65
5056,11,52,2024-03-17,13.33,Storage Issue,2173.06
5057,11,53,2024-03-21,14.14,Storage Issue,3104.58
5058,11,12,2024-03-07,1.76,Storage Issue,143.65
5059,11,30,2024-03-26,6.93,Storage Issue,649.13
5060,11,55,2024-03-21,8.8,Storage Issue,3071.99
5061,11,11,2024-03-02,3.02,Preparation Error,1045.13
5062,11,16,2024-03-24,11.53,Storage Issue,743.22
5063,11,19,2024-03-20,9.31,Quality Issue,1760.8
5064,11,5,2024-03-22,9.34,Quality Issue,584.87
5065,11,34,2024-03-24,8.57,Expired,2262.99
5066,11,18,2024-03-02,6.78,Quality Issue,1752.9
5067,11,4,2024-03-11,4.83,Preparation Error,118.77
5068,11,51,2024-03-25,3.76,Overproduction,236.17
5069,11,65,2024-03-05,6.77,Preparation Error,2054.29
5070,11,3,2024-04-15,1.19,Expired,226.85
5071,11,44,2024-04-15,14.48,Expired,3137.09
5072,11,59,2024-04-21,2.15,Overproduction,158.67
5073,11,62,2024-04-11,9.07,QUALITY ISSUE,1446.03
5074,11,39,2024-04-01,5.1,Overproduction,553.25
5075,11,38,2024-04-05,3.73,Overproduction,1002.14
5076,11,28,2024-04-06,13.23,quality issue,1587.6
5077,11,4,2024-04-08,3.75,Storage Issue,729.41
5078,11,7,2024-04-17,10.9,Overproduction,403.84
5079,11,43,2024-04-20,6.18,Expired,1535.61
5080,11,21,2024-04-02,9.99,Expired,1262.34
5081,11,26,2024-04-06,14.44,Storage Issue,3458.38
5082,11,14,2024-04-12,3.22,EXPIRED,479.62
5083,11,49,2024-04-22,102.76,Expired,2521.29
5084,11,23,2024-04-26,9.17,Quality Issue,2052.25
5085,11,2,2024-05-13,1.96,Expired,565.62
5086,11,62,2024-05-21,13.17,Preparation Error,2297.9
5087,11,59,2024-05-19,10.22,Preparation Error,691.28
5088,11,56,2024-05-12,11.01,Overproduction,2019.01
5089,11,34,2024-05-16,10.42,Expired,1618.96
5090,11,61,2024-05-16,5.54,Storage Issue,932.49
5091,11,20,2024-05-02,13.89,Storage Issue,2804.11
5092,11,10,2024-05-21,13.7,Spoilage,4768.42
5093,11,38,2024-05-09,13.58,Preparation Error,840.47
5094,11,23,2024-05-15,14.11,Expired,1827.24
5095,11,64,2024-05-25,7.88,Quality Issue,2486.14
5096,11,18,2024-05-15,8.19,Spoilage,1232.19
5097,11,3,2024-05-09,9.26,Quality Issue,2824.3
5098,11,54,2024-05-08,10.42,Storage Issue,1742.74
5099,11,15,2024-05-06,1.69,Quality Issue,194.06
5100,11,51,2024-06-03,12.17,Quality Issue,3747.02
5101,11,61,2024-06-10,11.69,Spoilage,2952.54
5102,11,34,2024-06-26,14.88,Expired,1812.24
5103,11,33,2024-06-02,12.36,Storage Issue,1026.0
5104,11,1,2024-06-17,2.67,Quality Issue,337.73
5105,11,16,2024-06-15,5.84,Spoilage,1917.91
5106,11,30,2024-06-28,9.1,Expired,983.8
5107,11,36,2024-06-23,4.78,Preparation Error,865.23
5108,11,63,2024-06-19,13.37,Spoilage,2449.25
5109,11,31,2024-06-02,12.31,Quality Issue,2621.41
5110,11,54,2024-06-05,13.09,Preparation Error,3861.68
5111,11,59,2024-06-11,12.0,Storage Issue,2195.76
5112,11,8,2024-06-12,6.44,Expired,2221.16
5113,11,37,2024-06-08,6.32,Expired,1623.23
5114,11,13,2024-06-26,8.39,Expired,1961.67
5115,11,26,2024-07-23,5.24,Overproduction,362.14
5116,11,31,2024-07-17,1.79,Preparation Error,586.57
5117,11,50,2024-07-24,13.79,Quality Issue,4124.18
5118,11,35,2024-07-07,1.24,Overproduction,314.96
5119,11,25,2024-07-13,5.53,Preparation Error,180.61
5120,11,61,2024-07-18,14.29,Spoilage,806.96
5121,11,13,2024-07-04,6.78,Expired,1542.25
5122,11,5,2024-07-21,13.4,EXPIRED,2592.9
5123,11,1,2024-07-17,2.08,Preparation Error,140.19
5124,11,4,2024-07-14,5.25,Quality Issue,650.0
5125,11,9,2024-07-22,13.64,Spoilage,2300.25
5126,11,47,2024-07-10,6.59,Overproduction,866.65
5127,11,17,2024-07-04,11.03,Expired,2437.08
5128,11,32,2024-07-18,5.58,Expired,1629.08
5129,11,60,2024-07-28,3.02,Preparation Error,749.5
5130,11,10,2024-08-03,5.57,Expired,1376.24
5131,11,52,2024-08-02,5.37,Spoilage,915.96
5132,11,43,2024-08-15,14.87,Expired,3689.84
5133,11,64,2024-08-02,13.53,Overproduction,3959.28
5134,11,5,2024-08-26,2.51,Quality Issue,84.84
5135,11,39,2024-08-22,56.49,Storage Issue,370.9
5136,11,2,2024-08-02,6.69,Expired,1440.02
5137,11,4,2024-08-16,11.96,Quality Issue,1002.49
5138,11,20,2024-08-04,6.44,Expired,179.42
5139,11,45,2024-08-18,10.81,Expired,352.3
5140,11,61,2024-08-13,14.22,Preparation Error,3690.37
5141,11,32,2024-08-11,4.27,Quality Issue,1061.31
5142,11,24,2024-08-09,14.22,Storage Issue,4647.24
5143,11,44,2024-08-08,10.37,Storage Issue,2506.12
5144,11,37,2024-08-01,9.35,Overproduction,493.4
5145,11,59,2024-09-15,5.15,Expired,925.15
5146,11,4,2024-09-14,7.21,Preparation Error,2523.21
5147,11,37,2024-09-16,14.84,Expired,2132.36
5148,11,32,2024-09-25,9.75,Storage Issue,3393.29
5149,11,3,2024-09-06,3.17,Overproduction,392.89
5150,11,14,2024-09-21,6.71,Preparation Error,665.3
5151,11,18,2024-09-04,4.67,Preparation Error,629.0
5152,11,41,2024-09-03,9.6,Spoilage,860.64
5153,11,6,2024-09-09,4.05,Overproduction,1341.0
5154,11,62,2024-09-11,10.26,Spoilage,524.49
5155,11,2,2024-09-25,3.88,Overproduction,543.82
5156,11,28,2024-09-16,10.31,Expired,1476.29
5157,11,29,2024-09-21,2.38,Expired,418.86
5158,11,48,2024-09-12,2.08,Spoilage,509.27
5159,11,51,2024-09-13,7.38,Preparation Error,2269.28
5160,11,7,2024-10-10,2.55,Spoilage,575.08
5161,11,38,2024-10-13,1.95,Overproduction,647.77
5162,11,12,2024-10-16,9.15,Overproduction,791.11
5163,11,42,2024-10-04,12.81,Expired,2363.83
5164,11,5,2024-10-20,2.78,Storage Issue,470.99
5165,11,18,2024-10-16,10.05,Quality Issue,2920.93
5166,11,21,2024-10-24,14.32,Quality Issue,1635.34
5167,11,6,2024-10-25,6.92,Storage Issue,1891.58
5168,11,15,2024-10-23,11.36,Spoilage,2941.9
5169,11,41,2024-10-15,3.07,Expired,493.1
5170,11,9,2024-10-14,10.89,Preparation Error,1198.34
5171,11,61,2024-10-24,5.9,Expired,1150.5
5172,11,1,2024-10-18,7.15,Spoilage,1861.65
5173,11,59,2024-10-26,10.28,Overproduction,2134.03
5174,11,44,2024-10-10,2.13,Expired,566.3
5175,11,43,2024-11-19,2.02,Preparation Error,176.75
5176,11,2,2024-11-23,13.5,Preparation Error,1730.57
5177,11,49,2024-11-18,2.4,Storage Issue,660.22
5178,11,37,2024-11-05,1.15,Expired,201.04
5179,11,30,2024-11-26,13.41,Storage Issue,4656.22
5180,11,59,2024-11-24,12.74,Overproduction,2713.37
5181,11,18,2024-11-03,4.03,Spoilage,986.87
5182,11,41,2024-11-13,7.32,Spoilage,2281.79
5183,11,1,2024-11-25,11.92,Storage Issue,395.98
5184,11,32,2024-11-07,9.76,Expired,2591.67
5185,11,40,2024-11-19,7.99,Quality Issue,2458.92
5186,11,47,2024-11-05,12.17,Preparation Error,925.89
5187,11,22,2024-11-20,6.43,Quality Issue,1486.62
5188,11,45,2024-11-13,2.69,Expired,617.7
5189,11,63,2024-11-03,10.11,Quality Issue,2903.79
5190,11,17,2024-12-25,7.88,Overproduction,2649.02
5191,11,64,2024-12-24,14.55,Spoilage,3916.71
5192,11,53,2024-12-17,13.51,Overproduction,4584.62
5193,11,16,2024-12-14,14.93,Spoilage,2055.11
5194,11,11,2024-12-06,11.56,Storage Issue,2054.79
5195,11,63,2024-12-27,5.47,Quality Issue,735.0
5196,11,24,2024-12-12,11.78,Preparation Error,924.85
5197,11,33,2024-12-07,2.54,Expired,157.1
5198,11,3,2024-12-06,11.38,Quality Issue,2949.47
5199,11,61,2024-12-22,11.86,Expired,3505.1
5200,11,7,2024-12-09,2.26,Expired,411.23
5201,11,6,2024-12-25,6.22,Quality Issue,258.57
5202,11,9,2024-12-18,9.62,Spoilage,2864.45
5203,11,52,2024-12-01,10.86,Spoilage,3059.7
5204,11,29,2024-12-21,13.76,Expired,2466.89
5205,11,43,2025-01-04,14.74,Storage Issue,4403.57
5206,11,62,2025-01-01,7.44,Expired,2416.88
5207,11,48,2025-01-26,6.42,Spoilage,1058.79
5208,11,46,2025-01-13,5.81,Overproduction,1926.13
5209,11,22,2025-01-08,6.32,Quality Issue,977.64
5210,11,33,2025-01-07,11.19,Expired,3426.38
5211,11,56,2025-01-20,9.69,Spoilage,2565.52
5212,11,52,2025-01-12,10.58,Storage Issue,2959.97
5213,11,19,2025-01-16,3.68,Expired,657.91
5214,11,28,2025-01-15,1.19,Quality Issue,132.39
5215,11,5,2025-01-15,3.41,Preparation Error,1131.27
5216,11,8,2025-01-20,5.44,Storage Issue,1186.79
5217,11,24,2025-01-06,10.61,Expired,1630.54
5218,11,3,2025-01-03,5.51,Expired,1152.09
5219,11,41,2025-01-04,13.47,Spoilage,2926.9
5220,11,26,2025-02-21,2.99,SPOILAGE,390.88
5221,11,60,2025-02-26,13.48,Quality Issue,3104.04
5222,11,45,2025-02-21,3.82,Spoilage,993.73
5223,11,34,2025-02-11,5.96,Storage Issue,1139.25
5224,11,28,2025-02-20,13.56,Quality Issue,3947.72
5225,11,10,2025-02-08,11.4,Storage Issue,3809.42
5226,11,44,2025-02-18,8.29,Storage Issue,880.23
5227,11,29,2025-02-28,11.9,Storage Issue,3258.82
5228,11,47,2025-02-09,1.66,Expired,154.16
5229,11,65,2025-02-12,10.47,Spoilage,2088.03
5230,11,57,2025-02-13,9.94,Storage Issue,3392.72
5231,11,35,2025-02-03,11.45,Spoilage,3554.88
5232,11,39,2025-02-10,3.54,Storage Issue,757.74
5233,11,38,2025-02-11,13.32,Overproduction,3591.34
5234,11,51,2025-02-04,11.13,Expired,2711.71
5235,11,1,2025-03-12,2.82,Storage Issue,150.93
5236,11,57,2025-03-05,9.1,Preparation Error,2480.84
5237,11,38,2025-03-19,8.68,Storage Issue,505.52
5238,11,24,2025-03-17,11.61,Overproduction,324.62
5239,11,11,2025-03-03,7.01,Expired,379.73
5240,11,2,2025-03-20,11.43,Preparation Error,3191.94
5241,11,4,2025-03-25,6.49,Preparation Error,2074.2
5242,11,58,2025-03-03,3.04,Expired,107.52
5243,11,29,2025-03-14,5.05,Spoilage,1736.04
5244,11,60,2025-03-20,9.22,Expired,1255.4
5245,11,7,2025-03-10,7.62,Storage Issue,2614.73
5246,11,50,2025-03-14,14.7,Quality Issue,4393.54
5247,11,59,2025-03-14,12.11,Preparation Error,2849.6
5248,11,26,2025-03-12,3.65,Preparation Error,88.04
5249,11,10,2025-03-15,4.37,Preparation Error,660.13
5250,11,64,2025-04-02,9.34,Overproduction,1450.5
5251,11,25,2025-04-21,1.79,Expired,500.63
5252,11,62,2025-04-10,2.06,Expired,250.91
