OrderID,CustomerID,BranchID,EmployeeID,OrderDate,OrderTime,OrderType,OrderStatus,Subtotal,DiscountAmount,TaxAmount,TotalAmount,PaymentMode
23495,7187,3,96,2025-12-20,19:28:45,Delivery,completed,1324.42,80.64,62.19,1305.97,Cash
23496,5178,5,187,2025-05-03,16:06:19,Dine-In,Completed,601.62,30.08,28.58,600.12,UPI
23497,3021,12,444,2025-09-21,14:24:11,Takeaway,Completed,735.21,49.58,34.28,719.91,UPI
23498,1756,15,541,2024-09-22,14:57:18,Dine-In,Cancelled,1170.71,0.0,58.54,1229.25,Cash
23499,1630,8,276,2024-06-15,12:06:43,Takeaway,Completed,484.41,24.22,23.01,483.2,Cash
23500,2342,8,285,2025-03-20,13:40:39,Delivery,Completed,491.25,6.21,24.25,509.29,Debit Card
23501,11140,12,441,2025-11-24,13:57:45,Delivery,Completed,269.06,14.48,12.73,267.31,Cash
23502,9250,11,402,2024-11-24,12:55:16,Dine-In,Completed,835.39,62.03,38.67,812.03,Wallet
23503,12139,4,117,2024-08-02,18:09:38,Delivery,Completed,587.85,16.36,28.57,600.06,Cash
23504,2221,5,185,2025-04-26,18:18:57,Takeaway,Completed,210.25,5.0,10.26,215.51,UPI
23505,7148,8,276,2026-05-03,19:36:48,Delivery,Completed,126.94,19.04,5.4,113.3,
23506,5086,15,544,2023-12-22,21:33:12,Dine-In,Completed,2051.04,79.89,98.56,2069.71,UPI
23507,9675,5,161,2026-07-11,18:59:32,Dine-In,Completed,1630.97,89.94,77.05,1618.08,UPI
23508,9994,17,590,2023-12-23,21:11:02,Takeaway,Completed,947.51,36.55,45.55,956.51,Wallet
23509,8586,12,443,2026-07-05,13:14:46,Delivery,Completed,394.42,9.16,19.26,404.52,cash
23510,3609,9,296,2026-01-06,19:28:23,Delivery,Completed,1745.45,93.69,82.59,1734.35,Cash
23511,2734,5,151,2026-04-04,20:34:05,Dine-In,Completed,410.72,41.07,18.48,388.13,Debit Card
23512,5175,20,747,2023-12-29,10:45:56,Dine-In,Completed,768.82,80.64,34.41,722.59,UPI
23513,10588,3,83,2025-11-27,12:25:24,Delivery,Completed,52.51,0.0,2.63,55.14,UPI
23514,2084,3,107,2026-04-15,20:12:44,Delivery,Completed,122.34,18.35,5.2,109.19,UPI
23515,914,5,169,2024-04-12,20:02:54,Delivery,Completed,1414.96,97.45,65.88,1383.39,Cash
23516,2984,5,152,2024-07-28,22:00:45,Delivery,Completed,192.06,0.0,9.6,201.66,Credit Card
23517,2447,9,320,2026-01-31,19:35:10,Dine-In,Completed,931.41,46.57,44.24,929.08,Cash
23518,8456,3,95,2026-04-05,13:11:18,Delivery,Completed,50.99,5.1,2.29,48.18,UPI
23519,7123,5,167,2026-02-14,20:10:59,Takeaway,completed,2248.77,4.14,112.23,2356.86,upi
23520,8521,5,160,2025-11-17,21:30:24,Dine-In,Completed,554.42,69.07,24.27,509.62,Debit Card
23521,2941,19,694,2025-05-25,14:12:34,Dine-In,Completed,716.46,0.0,35.82,752.28,Credit Card
23522,9412,17,602,2025-08-31,21:33:27,Delivery,Completed,631.55,33.1,29.92,628.37,Credit Card
23523,7288,4,147,2024-07-06,19:53:38,Delivery,Completed,1492.52,23.9,73.43,1542.05,Credit Card
23524,10080,12,435,2025-04-02,19:27:13,Delivery,Completed,537.6,0.0,26.88,564.48,Debit Card
23525,2957,10,350,2025-11-08,22:53:41,Dine-In,Completed,596.94,60.16,26.84,563.62,Cash
23526,12061,8,275,2024-06-15,22:08:25,Dine-In,Completed,1052.26,80.88,48.57,1019.95,Cash
23527,6502,19,705,2025-02-22,11:37:57,Delivery,Completed,147.57,14.76,6.64,139.45,Credit Card
23528,8186,13,451,2025-12-20,13:56:22,Takeaway,Completed,99.9,0.0,5.0,104.9,UPI
23529,5798,7,243,2024-03-27,18:28:40,Dine-In,Refunded,1433.68,143.41,64.51,1354.78,UPI
23530,1119,4,137,2024-12-05,19:43:13,Dine-In,Cancelled,938.39,31.81,45.33,951.91,Wallet
23531,2041,8,275,2024-05-28,19:28:56,Delivery,Completed,878.46,36.69,42.09,883.86,UPI
23532,7185,17,590,2024-05-26,15:06:18,Delivery,Completed,904.37,105.57,39.94,838.74,Cash
23533,11580,12,424,2025-06-14,20:56:40,Delivery,Cancelled,1651.78,128.33,76.17,1599.62,UPI
23534,6462,20,719,2023-12-20,20:31:11,Takeaway,Completed,1237.05,38.26,59.94,1258.73,Credit Card
23535,2715,11,401,2024-03-28,20:42:42,Delivery,Completed,285.97,0.0,14.3,300.27,Credit Card
23536,11871,9,292,2024-09-11,13:51:32,Takeaway,Completed,554.66,0.0,27.73,582.39,Cash
23537,8566,5,165,2024-11-11,14:50:37,Dine-In,Completed,791.65,0.0,39.58,831.23,Cash
23538,6491,5,167,2025-07-10,19:06:39,Delivery,Completed,898.66,53.12,42.28,887.82,Debit Card
23539,6950,3,84,2024-02-24,22:52:01,Takeaway,Completed,2747.05,126.63,131.02,2751.44,Cash
23540,5851,8,285,2024-11-06,18:34:38,Delivery,Completed,256.99,4.89,12.61,264.71,UPI
23541,10257,5,177,2026-08-15,18:16:48,Takeaway,Completed,79.0,0.0,3.95,82.95,UPI
23542,9340,5,163,2024-08-17,17:34:18,Dine-In,Completed,1161.16,50.27,55.54,1166.43,UPI
23543,3782,3,114,2026-02-07,13:57:34,Dine-In,Cancelled,129.36,0.0,6.47,135.83,Credit Card
23544,4702,4,120,2025-03-01,13:26:36,Dine-In,Cancelled,348.02,6.84,17.06,358.24,UPI
23545,761,19,688,2026-01-13,12:38:14,Delivery,Completed,743.92,51.42,34.62,727.12,Cash
23546,44,15,551,2023-12-16,14:17:59,Takeaway,Completed,729.87,85.85,32.2,676.22,UPI
23547,7464,12,415,2024-09-05,19:38:24,Dine-In,Completed,469.22,23.46,22.29,468.05,Wallet
23548,8290,17,615,2025-11-17,18:39:53,Delivery,Completed,827.06,47.57,38.97,818.46,UPI
23549,2278,12,406,2025-08-25,14:59:25,Dine-In,Completed,1665.41,51.08,80.72,1695.05,Cash
23550,478,9,307,2025-03-04,11:14:19,Delivery,Completed,160.7,0.0,8.04,168.74,Wallet
23551,10334,9,289,2026-03-15,19:18:40,Delivery,Completed,343.45,4.9,16.93,355.48,upi
23552,6832,16,558,2026-02-28,19:52:00,Dine-In,Refunded,624.88,44.27,29.03,609.64,Cash
23553,3032,5,162,2025-11-01,10:18:17,Delivery,Completed,981.36,147.2,41.71,875.87,
23554,335,5,168,2024-07-18,21:35:32,Dine-In,Completed,293.79,14.69,13.96,293.06,Credit Card
23555,7849,20,741,2025-09-06,18:22:03,Dine-In,Completed,1113.68,10.09,55.18,1158.77,Credit Card
23556,6778,3,114,2024-12-22,21:14:57,Dine-In,Completed,486.48,0.0,24.32,510.8,Cash
23557,3952,8,288,2024-04-26,11:52:42,Takeaway,Completed,97.93,0.0,4.9,102.83,Cash
23558,1717,3,86,2026-07-18,15:02:04,Takeaway,Completed,1468.11,50.42,70.88,1488.57,Debit Card
23559,4162,6,193,2024-01-21,13:12:17,Takeaway,Completed,1809.98,43.22,88.34,1855.1,Debit Card
23560,9737,3,103,2024-05-19,21:26:25,Delivery,Completed,415.65,10.71,20.25,425.19,UPI
23561,8805,12,424,2026-07-04,21:20:57,Delivery,Completed,2101.31,90.97,100.52,12665.16,Credit Card
23562,883,11,389,2026-07-24,20:24:43,Takeaway,Completed,307.16,23.34,14.19,298.01,Debit Card
23563,11654,19,672,2024-11-19,14:11:33,Takeaway,Refunded,1539.44,74.04,73.27,1538.67,Credit Card
23564,2800,5,160,2025-07-19,14:40:10,Delivery,Completed,1023.06,0.0,51.15,1074.21,Cash
23565,9845,5,155,2025-10-13,22:23:48,Delivery,Completed,97.93,9.79,4.41,92.55,Cash
23566,2689,20,735,2024-02-20,22:49:06,Dine-In,Completed,914.72,65.16,42.48,892.04,Credit Card
23567,10299,13,482,2024-05-23,12:19:10,Delivery,Completed,512.88,51.29,23.08,484.67,Credit Card
23568,11979,11,366,2024-09-06,18:52:13,Dine-In,Completed,82.41,8.24,3.71,77.88,Credit Card
23569,4519,8,260,2025-07-19,22:52:10,Takeaway,Completed,82.82,0.0,4.14,86.96,UPI
23570,5476,5,163,2024-07-13,12:26:40,Takeaway,Completed,964.42,12.23,47.61,999.8,Wallet
23571,10079,13,446,2026-04-25,13:26:33,Dine-In,Completed,1969.35,91.03,93.92,1972.24,UPI
23572,1367,19,695,2025-06-22,20:04:28,Dine-In,Completed,1015.59,27.45,49.41,1037.55,Debit Card
23573,3825,5,150,2026-06-04,18:17:46,Dine-In,Completed,333.66,24.22,15.47,324.91,Credit Card
23574,9279,5,152,2024-08-04,21:12:16,Takeaway,Completed,867.99,43.4,41.23,865.82,UPI
23575,5462,4,143,2026-03-14,13:42:40,Takeaway,Completed,1277.24,131.21,57.3,1203.33,UPI
23576,4673,5,169,2026-01-20,18:05:49,Dine-In,Completed,157.53,0.0,7.88,165.41,Credit Card
23577,11940,8,278,2024-06-01,21:19:20,Dine-In,Cancelled,716.46,71.65,32.24,677.05,Debit Card
23578,1864,5,163,2024-02-10,12:56:34,Delivery,Completed,453.35,45.33,20.4,428.42,Debit Card
23579,9524,17,617,2026-06-03,21:38:59,Takeaway,Refunded,1374.75,90.5,64.21,1348.46,Debit Card
23580,6153,19,707,2024-06-11,21:16:37,Dine-In,Completed,696.89,27.07,33.49,703.31,UPI
23581,1424,5,150,2025-09-13,22:36:56,Dine-In,Completed,776.83,6.21,38.53,809.15,UPI
23582,10499,10,353,2026-01-09,21:33:27,Dine-In,Completed,534.06,53.41,24.03,504.68,UPI
23583,6533,3,97,2025-04-05,12:11:13,Takeaway,Completed,2139.96,48.44,104.58,2196.1,UPI
23584,3684,8,282,2026-06-27,19:05:32,Takeaway,Completed,187.24,0.0,9.36,196.6,Credit Card
23585,10944,8,272,2026-05-03,21:43:04,Dine-In,Completed,157.53,23.63,6.7,140.6,Cash
23586,8408,9,304,2024-01-22,13:07:22,Dine-In,Completed,1238.07,0.0,61.9,1299.97,Cash
23587,240,17,618,2026-03-20,18:25:42,Delivery,Completed,2243.15,103.06,107.0,2247.09,Debit Card
23588,6967,15,534,2025-03-28,21:18:00,Delivery,Completed,684.94,49.09,31.79,667.64,Cash
23589,8919,5,177,2025-02-26,14:07:57,Delivery,Cancelled,1567.15,54.94,75.61,1587.82,Cash
23590,11701,5,151,2025-09-21,22:56:39,Takeaway,Completed,237.0,11.85,11.26,236.41,Wallet
23591,1821,17,593,2026-06-14,19:14:41,Dine-In,Completed,2040.45,212.34,91.41,1919.52,Credit Card
23592,3328,11,394,2024-11-02,20:14:40,Takeaway,Completed,180.47,0.0,9.02,189.49,UPI
23593,6883,19,672,2026-05-17,13:49:22,Dine-In,Completed,373.94,0.0,18.7,392.64,UPI
23594,4819,11,373,2024-10-26,19:02:40,Dine-In,Completed,609.3,41.35,28.4,596.35,Wallet
23595,138,3,96,2026-05-22,20:22:19,TAKEAWAY,Completed,298.82,12.16,14.33,300.99,Credit Card
23596,1685,6,213,2026-05-30,19:39:44,Dine-In,Completed,182.17,0.0,9.11,191.28,Debit Card
23597,1019,15,551,2026-01-03,14:25:37,Delivery,Completed,1703.3,97.4,80.3,1686.2,Credit Card
23598,11095,9,300,2026-05-09,13:50:23,Dine-In,Completed,154.26,23.14,6.56,137.68,Credit Card
23599,259,6,188,2025-05-18,12:54:58,Dine-In,Completed,669.55,0.0,33.48,703.03,CREDIT CARD
23600,5326,20,729,2026-07-02,13:29:00,Dine-In,Completed,353.76,35.38,15.92,334.3,UPI
23601,2155,5,175,2026-06-07,11:30:37,Takeaway,Completed,1539.1,-73.34,73.29,1539.05,Wallet
23602,12270,8,288,2025-12-27,19:38:40,Dine-In,Completed,496.54,0.0,24.83,521.37,UPI
23603,11650,17,620,2024-11-11,21:29:39,Dine-In,Completed,300.62,0.0,15.03,315.65,Cash
23604,10327,9,302,2025-02-15,20:21:10,Dine-In,Completed,364.34,54.65,15.48,325.17,Debit Card
23605,3966,5,173,2025-11-14,21:55:49,Takeaway,Completed,413.74,0.0,20.69,434.43,
23606,4730,9,318,2024-02-05,12:52:12,Delivery,Completed,220.7,22.07,9.93,208.56,UPI
23607,2760,2,50,2024-03-10,14:05:52,Dine-In,Refunded,648.15,20.68,31.37,658.84,Wallet
23608,8348,17,603,2025-08-07,16:05:14,Dine-In,Completed,1633.77,178.06,72.79,1528.5,Cash
23609,3483,4,125,2024-10-05,13:44:49,Dine-In,Completed,243.68,0.0,12.18,255.86,UPI
23610,6018,5,162,2026-01-13,18:28:45,Dine-In,Completed,422.64,0.0,21.13,443.77,Credit Card
23611,154,16,566,2024-08-04,12:26:31,Dine-In,Completed,655.58,0.0,32.78,688.36,Credit Card
23612,7075,5,174,2025-10-30,16:19:52,Takeaway,Completed,1213.49,60.16,57.67,1211.0,Wallet
23613,10053,11,404,2025-03-01,20:04:22,Delivery,Completed,698.88,34.94,33.2,697.14,Wallet
23614,426,5,172,2024-03-02,21:59:06,Takeaway,Completed,332.52,20.87,15.58,327.23,Debit Card
23615,4476,17,605,2024-02-10,21:14:00,Takeaway,Completed,524.27,28.97,24.76,520.06,Wallet
23616,3036,9,312,2026-01-10,21:22:44,Takeaway,Completed,358.4,30.08,16.42,344.74,Debit Card
23617,12090,5,180,2024-08-17,13:24:52,Dine-In,Completed,1700.03,126.11,78.7,1652.62,UPI
23618,2701,13,477,2024-01-24,21:50:18,Dine-In,Completed,1433.74,0.0,71.69,1505.43,Debit Card
23619,9974,9,306,2024-02-06,12:36:12,Takeaway,Completed,1500.69,37.79,73.15,1536.05,UPI
23620,11331,8,275,2024-08-10,20:39:36,Takeaway,Completed,422.64,0.0,21.13,443.77,UPI
23621,9581,5,173,2025-05-02,11:15:07,Delivery,Completed,577.44,33.54,27.2,571.1,Cash
23622,7823,14,487,2024-01-15,21:13:31,Takeaway,Completed,1638.46,165.46,73.65,1546.65,UPI
23623,7859,12,406,2025-01-05,18:28:12,Takeaway,Completed,1023.01,83.07,47.0,986.94,Debit Card
23624,4486,9,316,2024-07-30,21:18:30,Dine-In,Completed,1048.32,52.42,49.8,1045.7,UPI
23625,6078,5,171,2024-06-10,20:53:00,Takeaway,Completed,703.2,91.0,30.61,642.81,Credit Card
23626,9929,11,366,2026-03-28,10:07:55,Delivery,Completed,1410.1,168.46,62.08,1303.72,Wallet
23627,10080,12,426,2026-04-25,18:35:49,Takeaway,completed,2011.83,159.4,92.62,1945.05,Credit Card
23628,11922,3,103,2024-04-21,21:32:13,Dine-In,Completed,684.83,95.08,29.49,619.24,Credit Card
23629,9097,8,278,2024-07-05,21:28:18,Dine-In,Completed,243.68,0.0,12.18,255.86,Credit Card
23630,5947,6,215,2025-03-21,13:54:09,Delivery,Completed,633.84,0.0,31.69,665.53,UPI
23631,1061,17,588,2025-06-30,13:53:48,Dine-In,Completed,1433.72,88.43,67.26,1412.55,Wallet
23632,804,12,419,2025-12-17,19:22:56,Dine-In,Completed,1248.78,0.0,62.44,1311.22,Cash
23633,2097,12,424,2024-05-04,12:36:08,Takeaway,Completed,1581.38,90.18,74.56,1565.76,UPI
23634,303,6,220,2024-04-30,20:12:46,Delivery,Completed,1591.26,18.39,78.64,1651.51,Cash
23635,8728,12,429,2024-08-17,21:33:55,Dine-In,Completed,281.76,0.0,14.09,295.85,UPI
23636,4663,6,192,2025-02-28,14:31:31,Dine-In,Completed,1085.52,64.89,51.03,1071.66,UPI
23637,4322,11,402,2024-03-24,19:18:40,Dine-In,Completed,656.86,43.88,30.65,643.63,UPI
23638,8476,5,160,2024-03-18,21:30:28,Delivery,completed,986.4,72.62,45.69,959.47,UPI
23639,1780,6,195,2025-03-08,21:39:37,Dine-In,Completed,293.64,29.36,13.21,277.49,Cash
23640,11392,5,174,2025-12-01,21:57:18,Delivery,Completed,159.04,0.0,7.95,166.99,Debit Card
23641,5313,5,177,2025-03-01,18:23:44,Takeaway,Completed,534.06,80.11,22.7,476.65,Debit Card
23642,10745,5,179,2024-09-21,18:26:32,Dine-In,Completed,292.22,23.02,13.46,282.66,Wallet
23643,8126,10,347,2025-01-11,21:02:20,Delivery,Cancelled,1525.53,26.34,74.96,1574.15,UPI
23644,9720,12,438,2025-03-23,21:09:40,Delivery,Completed,259.98,0.0,13.0,272.98,UPI
23645,10579,5,165,2025-04-26,12:38:08,Dine-In,Completed,1523.34,69.88,72.67,1526.13,UPI
23646,11260,17,602,2024-02-10,14:33:20,Takeaway,Completed,1408.94,47.95,68.05,1429.04,UPI
23647,502,16,579,2026-03-14,20:58:36,Takeaway,Completed,1269.13,11.73,62.87,1320.27,Debit Card
23648,8941,13,481,2025-10-03,11:18:22,Dine-In,Completed,1053.55,54.94,49.93,1048.54,Debit Card
23649,1836,5,152,2024-07-13,12:16:16,Delivery,Completed,1522.86,228.43,64.72,1359.15,Cash
23650,6752,5,169,2024-11-02,21:31:13,Takeaway,Completed,1143.1,44.85,54.91,1153.16,Wallet
23651,5300,15,552,2026-01-05,18:21:20,Takeaway,Completed,514.49,72.12,22.12,464.49,UPI
23652,28,3,112,2026-03-11,18:31:38,Dine-In,Completed,1290.63,9.6,64.05,1345.08,UPI
23653,2987,6,211,2025-02-27,13:07:57,Delivery,Completed,231.96,19.04,10.65,223.57,Cash
23654,1980,8,261,2025-09-07,20:53:43,Dine-In,completed,224.06,20.72,10.17,213.51,Wallet
23655,4931,5,174,2025-03-22,19:01:14,Dine-In,Completed,1051.7,157.75,44.7,938.65,Wallet
23656,8626,3,99,2026-01-04,20:12:58,Delivery,Completed,172.14,0.0,8.61,180.75,UPI
23657,6359,15,530,2025-08-21,17:56:44,Delivery,Completed,731.59,0.0,36.58,768.17,Debit Card
23658,5882,6,189,2026-05-01,10:50:41,Takeaway,Completed,432.05,0.0,21.6,453.65,Wallet
23659,5057,19,700,2024-06-07,20:49:37,Dine-In,Completed,566.55,0.0,28.33,594.88,Debit Card
23660,10518,7,245,2025-11-19,14:47:11,Dine-In,Completed,272.68,27.27,12.27,257.68,UPI
23661,6805,13,471,2024-11-02,15:17:50,Dine-In,Completed,573.05,36.63,26.82,563.24,Cash
23662,5887,17,604,2025-08-21,20:16:34,Dine-In,Cancelled,2040.45,13.26,101.36,2128.55,Cash
23663,1710,4,130,2024-01-09,17:27:00,Takeaway,Completed,1219.85,0.0,60.99,1280.84,UPI
23664,10469,5,180,2024-12-31,18:26:26,Dine-In,Completed,1488.75,71.16,70.88,1488.47,UPI
23665,1545,10,359,2024-05-04,16:11:48,Dine-In,Completed,2029.65,101.48,96.41,2024.58,UPI
23666,8937,10,346,2025-08-24,13:43:20,Delivery,Completed,1522.1,165.84,67.81,1424.07,
23667,4215,5,149,2024-03-30,12:23:43,Dine-In,Completed,206.77,0.0,10.34,217.11,Cash
23668,3640,5,179,2024-03-29,21:59:25,Delivery,Completed,809.97,63.22,37.34,784.09,UPI
23669,739,15,537,2023-12-15,18:49:31,Takeaway,Completed,435.74,12.18,21.18,444.74,Credit Card
23670,4607,8,279,2026-05-20,20:44:20,Dine-In,Cancelled,271.09,0.0,13.55,284.64,Debit Card
23671,7272,12,412,2024-03-05,21:53:20,Dine-In,Completed,1455.51,153.01,65.12,1367.62,Debit Card
23672,8098,4,120,2026-02-22,17:32:23,Takeaway,Completed,778.86,60.16,35.94,754.64,UPI
23673,8801,9,294,2026-01-17,20:32:17,Dine-In,Completed,1951.71,93.05,92.93,1951.59,UPI
23674,8203,3,105,2023-12-16,18:18:33,Delivery,Completed,330.74,35.52,14.76,309.98,Wallet
23675,3279,9,291,2025-03-09,18:05:15,Delivery,Refunded,931.41,0.0,46.57,977.98,Cash
23676,6916,5,177,2025-06-21,22:39:08,Dine-In,Completed,992.67,14.69,48.9,1026.88,Debit Card
23677,11361,8,271,2025-10-28,12:56:02,Delivery,Completed,1133.06,62.09,53.55,1124.52,Cash
23678,3298,9,304,2025-02-26,14:01:21,Delivery,Completed,1142.88,134.74,50.41,1058.55,Wallet
23679,4428,12,415,2024-06-30,18:00:34,DINE-IN,Completed,812.58,79.76,36.64,769.46,Credit Card
23680,11381,14,509,2024-02-25,11:32:19,Takeaway,Completed,821.4,15.43,40.3,846.27,UPI
23681,9121,8,271,2026-02-26,15:58:57,Delivery,Completed,855.74,-38.66,40.85,857.93,Wallet
23682,5914,17,615,2025-09-20,20:25:03,Delivery,Completed,792.34,60.91,36.57,768.0,Cash
23683,8156,5,157,2025-11-16,21:04:38,Takeaway,Completed,1712.5,120.63,79.59,1671.46,Cash
23684,1005,8,266,2024-05-04,17:45:37,Takeaway,Completed,359.29,31.98,16.37,343.68,Wallet
23685,11919,13,480,2024-04-12,18:25:42,Dine-In,Completed,353.6,0.0,17.68,371.28,UPI
23686,11836,17,589,2026-05-02,20:02:05,Delivery,Completed,398.16,6.47,19.58,411.27,Credit Card
23687,9544,8,275,2024-03-26,13:47:43,Delivery,Cancelled,601.62,70.19,26.57,558.0,Debit Card
23688,10336,18,631,2024-02-03,21:03:06,Takeaway,Completed,281.09,6.84,13.71,287.96,Credit Card
23689,10500,8,281,2024-01-13,16:37:44,Dine-In,COMPLETED,478.77,47.88,21.54,452.43,Cash
23690,6340,9,315,2026-08-05,15:46:01,Dine-In,Completed,327.26,0.0,16.36,343.62,Cash
23691,2920,8,267,2026-01-13,12:50:25,Dine-In,Completed,1538.18,31.69,75.32,1581.81,UPI
23692,11841,8,263,2025-05-30,11:57:02,Dine-In,Completed,720.98,31.91,34.45,723.52,Credit Card
23693,1752,12,431,2026-04-04,16:19:40,Delivery,Completed,318.01,47.7,13.52,283.83,Cash
23694,7408,4,129,2024-03-16,19:20:17,Delivery,Cancelled,105.02,15.75,4.46,93.73,Wallet
23695,3538,18,658,2025-03-13,21:53:09,Delivery,Completed,622.93,0.0,31.15,654.08,Credit Card
23696,9740,5,184,2025-03-22,15:52:59,Delivery,Cancelled,490.89,73.63,20.86,438.12,UPI
23697,3970,8,263,2023-12-19,14:59:16,Dine-In,Completed,616.08,0.0,30.8,646.88,Credit Card
23698,8031,20,717,2023-12-22,20:05:40,Delivery,Completed,1114.55,35.19,53.97,1133.33,Debit Card
23699,6119,20,718,2026-06-05,14:00:39,Takeaway,Completed,728.14,-0.0,36.41,764.55,Cash
23700,261,17,593,2024-02-29,20:08:36,Delivery,Completed,1307.76,74.9,61.64,1294.5,UPI
23701,10385,14,490,2024-06-12,16:56:41,Takeaway,Completed,802.94,0.0,40.15,843.09,Debit Card
23702,3153,17,599,2025-04-27,13:25:57,Delivery,Cancelled,243.68,24.37,10.97,230.28,Debit Card
23703,8202,15,539,2024-04-22,16:47:54,Takeaway,Completed,1056.42,48.21,50.41,6351.72,Credit Card
23704,12245,2,74,2024-11-17,19:45:05,Delivery,Completed,1637.56,7.65,81.5,1711.41,Cash
23705,8501,5,163,2024-06-29,18:04:55,Takeaway,Completed,1720.8,-159.34,78.07,1639.53,UPI
23706,6931,8,266,2024-09-17,19:26:26,Takeaway,Completed,1507.83,3.04,75.24,1580.03,Credit Card
23707,9247,15,533,2025-03-16,15:59:15,Delivery,Completed,246.61,0.0,12.33,258.94,Cash
23708,777,8,273,2025-11-29,13:44:55,Delivery,Completed,537.6,0.0,26.88,564.48,Cash
23709,11387,18,642,2024-01-28,22:51:45,Dine-In,Completed,1525.11,41.57,74.18,1557.72,Debit Card
23710,12260,17,614,2026-08-13,19:58:55,Takeaway,Completed,2196.31,112.12,104.21,2188.4,UPI
23711,4269,5,177,2025-09-27,13:39:10,Takeaway,Completed,1349.09,28.0,66.05,1387.14,Credit Card
23712,1939,5,161,2023-12-23,13:41:44,Takeaway,Completed,1093.09,147.6,47.27,992.76,UPI
23713,7846,11,405,2024-12-07,20:52:51,Dine-In,Completed,570.74,4.68,28.3,594.36,UPI
23714,11825,13,481,2026-04-11,21:24:59,Dine-In,Cancelled,1550.07,192.39,67.88,1425.56,UPI
23715,6951,5,187,2024-08-05,22:47:24,Delivery,Completed,550.03,0.0,27.5,577.53,Debit Card
23716,6828,9,299,2024-07-21,12:38:10,Delivery,Completed,1159.9,21.27,56.93,1195.56,Cash
23717,9685,16,579,2025-10-04,19:26:30,Dine-In,Completed,1787.21,0.0,89.36,1876.57,Wallet
23718,5386,16,577,2024-03-10,22:32:07,Dine-In,Completed,1024.35,21.13,50.16,1053.38,Debit Card
23719,5830,12,424,2024-11-10,14:17:43,Takeaway,Completed,473.71,9.11,23.23,487.83,UPI
23720,3862,19,698,2024-07-24,15:59:27,Dine-In,Completed,1010.61,8.9,50.09,1051.8,Credit Card
23721,11777,8,276,2026-05-17,12:05:56,Dine-In,Completed,1890.26,0.0,94.51,1984.77,Cash
23722,6014,8,277,2024-12-24,12:40:14,Delivery,completed,1186.59,26.59,58.0,1218.0,Debit Card
23723,6363,5,155,2025-05-31,11:31:07,Dine-In,Completed,318.08,0.0,15.9,333.98,UPI
23724,322,5,174,2024-08-21,18:11:44,Dine-In,Refunded,1237.98,95.64,57.12,1199.46,UPI
23725,6098,8,264,2025-03-29,12:17:51,Takeaway,Completed,1663.84,113.09,77.54,1628.29,Credit Card
23726,829,5,168,2025-12-06,10:25:39,Dine-In,Completed,160.7,24.1,6.83,143.43,UPI
23727,3351,19,680,2024-04-20,21:53:02,Dine-In,Completed,1036.59,60.16,48.82,1025.25,Credit Card
23728,2414,3,88,2025-01-02,21:57:32,Dine-In,Cancelled,1316.49,47.88,63.43,1332.04,Debit Card
23729,487,9,318,2024-06-08,19:34:41,Dine-In,Completed,322.94,0.0,16.15,339.09,UPI
23730,1294,15,533,2024-07-29,20:12:01,Takeaway,Completed,620.61,62.06,27.93,586.48,UPI
23731,9539,11,365,2025-01-26,12:59:04,dine-in,Completed,1304.88,10.5,64.72,1359.1,Cash
23732,272,13,463,2025-09-19,20:49:53,Delivery,Completed,1627.05,91.99,76.75,1611.81,Cash
23733,3262,12,412,2025-01-18,13:58:58,Delivery,Completed,182.37,0.0,9.12,191.49,UPI
23734,4984,5,149,2025-05-01,19:10:43,Takeaway,Completed,1624.47,143.41,74.05,1555.11,Cash
23735,372,5,150,2024-03-23,16:06:41,Takeaway,Completed,1191.79,110.83,54.05,1135.01,Debit Card
23736,1645,3,103,2024-02-24,11:27:47,Takeaway,Completed,1439.8,3.42,71.82,1508.2,UPI
23737,11829,7,236,2025-03-03,12:07:01,Takeaway,Completed,473.64,0.0,23.68,497.32,UPI
23738,5310,5,150,2025-10-28,11:45:08,Takeaway,Completed,293.79,0.0,14.69,308.48,Debit Card
23739,7102,2,65,2025-12-06,21:00:23,Delivery,Completed,929.66,0.0,46.48,976.14,Debit Card
23740,7789,6,216,2025-11-23,16:34:30,Delivery,Completed,1698.84,0.0,84.94,1783.78,Cash
23741,4014,5,182,2024-09-13,14:53:10,Takeaway,Completed,898.17,23.97,43.71,917.91,Cash
23742,10194,4,121,2025-02-27,17:54:29,Dine-In,Completed,491.52,27.45,23.2,487.27,Credit Card
23743,9821,14,511,2024-05-11,18:40:54,takeaway,Completed,1192.65,90.65,55.1,1157.1,Debit Card
23744,3109,9,292,2024-11-16,20:40:24,Takeaway,Completed,640.1,72.31,28.39,596.18,Cash
23745,9539,3,111,2026-07-17,20:01:29,Delivery,Completed,1682.59,154.16,76.42,1604.85,UPI
23746,1170,4,147,2025-02-28,21:49:31,Dine-In,Completed,855.45,0.0,42.77,898.22,Debit Card
23747,11724,17,611,2025-06-21,22:57:00,Takeaway,Completed,1956.15,185.83,88.52,1858.84,Credit Card
23748,5993,9,299,2026-03-26,19:41:24,Delivery,Completed,1200.87,124.89,53.8,1129.78,Cash
23749,11614,5,167,2025-11-15,12:35:46,Delivery,Cancelled,225.99,0.0,11.3,237.29,Credit Card
23750,5224,5,161,2024-04-13,21:18:48,takeaway,Completed,369.4,0.0,18.47,387.87,Wallet
