DeliveryID,OrderID,DeliveryPartner,DeliveryDistanceKM,OrderReadyTime,DeliveryPickupTime,DeliveryTime,DeliveryStatus,DeliveryFee
8730,25118,Own Fleet,5.94,2025-06-06 14:47:25,2025-06-06 14:58:25,2025-06-06 15:23:25,Delivered,70.57
8731,25119,Swiggy Genie,8.16,2025-04-05 13:03:10,2025-04-05 13:08:10,2025-04-05 13:34:10,Delivered,68.13
8732,25123,Shadowfax,8.04,2026-05-02 12:19:12,2026-05-02 12:28:12,,Pending,71.84
8733,25124,Porter,6.42,2024-09-10 18:09:41,2024-09-10 18:16:41,2024-09-10 18:47:41,Delivered,53.12
8734,25125,Porter,10.01,2026-08-15 20:21:14,2026-08-15 20:32:14,2026-08-15 21:06:14,Delivered,106.24
8735,25128,Porter,3.11,2024-10-25 19:08:54,2024-10-25 19:22:54,2024-10-25 19:42:54,Delivered,41.35
8736,25132,Porter,4.77,2025-02-08 13:19:59,2025-02-08 13:27:59,,Failed,61.6
8737,25133,Own Fleet,13.76,2024-08-09 14:32:48,2024-08-09 14:40:48,2024-08-09 15:22:48,Delivered,112.0
8738,25134,Own Fleet,6.48,2025-11-24 19:29:44,2025-11-24 19:44:44,,Pending,76.01
8739,25136,Dunzo,-2.62,2026-03-04 19:42:35,2026-03-04 19:47:35,2026-03-04 20:03:35,Delivered,33.43
8740,25140,Shadowfax,2.77,2025-06-09 12:29:06,2025-06-09 12:40:06,,Failed,39.29
8741,25141,Swiggy Genie,10.72,2024-09-27 20:20:49,2024-09-27 20:23:49,2024-09-27 21:09:49,Delivered,105.49
8742,25142,Dunzo,1.82,2026-02-03 12:15:44,2026-02-03 12:22:44,2026-02-03 12:31:44,Delivered,35.19
8743,25143,Swiggy Genie,12.75,2025-04-19 20:37:48,2025-04-19 20:39:48,,Returned,89.03
8744,25144,Swiggy Genie,3.37,2024-02-04 15:59:11,2024-02-04 16:03:11,2024-02-04 16:23:11,Delivered,47.97
8745,25145,Porter,3.24,2025-09-14 14:13:29,2025-09-14 14:20:29,,Failed,37.83
8746,25147,Dunzo,2.07,2025-08-23 22:26:39,2025-08-23 22:36:39,2025-08-23 22:46:39,Delivered,37.34
8747,25152,Dunzo,13.02,2025-01-24 20:07:33,2025-01-24 20:17:33,2025-01-24 21:23:33,Delivered,89.56
8748,25155,Dunzo,14.02,2026-03-07 14:20:30,2026-03-07 14:33:30,2026-03-07 15:21:30,Delivered,142.6
8749,25157,Own Fleet,6.26,2024-10-01 22:32:42,2024-10-01 22:43:42,2024-10-01 23:14:42,Delivered,57.15
8750,25158,Shadowfax,10.85,2024-02-09 14:17:04,2024-02-09 14:32:04,2024-02-09 15:11:04,Delivered,79.46
8751,25162,Dunzo,13.39,2026-06-26 13:06:41,2026-06-26 13:20:41,2026-06-26 14:05:41,Delivered,105.38
8752,25167,Dunzo,8.82,2025-07-22 19:18:28,2025-07-22 19:25:28,2025-07-22 20:00:28,Delivered,76.31
8753,25169,Porter,4.37,2026-02-07 19:44:39,2026-02-07 19:54:39,2026-02-07 20:17:39,Delivered,49.96
8754,25170,Own Fleet,12.42,2025-05-31 13:15:28,2025-05-31 13:19:28,2025-05-31 14:08:28,Delivered,129.93
8755,25172,Swiggy Genie,2.6,2024-06-08 20:56:18,2024-06-08 21:02:18,2024-06-08 21:21:18,Delivered,38.13
8756,25176,Own Fleet,6.03,2024-09-07 14:40:48,2024-09-07 14:42:48,,Cancelled,70.58
8757,25177,Swiggy Genie,10.25,2024-07-22 18:24:01,2024-07-22 18:26:01,2024-07-22 18:53:01,Delivered,77.94
8758,25185,Shadowfax,5.36,2024-11-07 20:35:10,2024-11-07 20:37:10,2024-11-07 21:01:10,Delivered,49.2
8759,25186,Shadowfax,2.29,2024-07-20 19:29:37,2024-07-20 19:31:37,2024-07-20 19:37:37,Delivered,39.47
8760,25193,Swiggy Genie,10.96,2026-04-11 10:15:04,2026-04-11 10:20:04,2026-04-11 11:14:04,Delivered,87.55
8761,25195,Shadowfax,2.95,2026-05-16 14:01:06,2026-05-16 14:16:06,2026-05-16 14:32:06,Delivered,41.79
8762,25196,Dunzo,14.0,2025-04-08 18:48:39,2025-04-08 18:51:39,2025-04-08 19:42:39,Delivered,90.49
8763,25202,Shadowfax,4.25,2023-12-30 18:31:13,2023-12-30 18:36:13,2023-12-30 18:54:13,Delivered,48.13
8764,25204,Swiggy Genie,6.66,2025-08-06 19:16:59,2025-08-06 19:24:59,2025-08-06 19:52:59,Delivered,75.92
8765,25207,Dunzo,1.22,2025-06-07 16:38:43,2025-06-07 16:40:43,2025-06-07 16:53:43,Delivered,26.79
8766,25208,Swiggy Genie,4.95,2024-09-17 12:23:38,2024-09-17 12:38:38,,Returned,58.67
8767,25212,Porter,3.23,2025-09-15 12:12:23,2025-09-15 12:23:23,2025-09-15 12:47:23,Delivered,36.27
8768,25213,Porter,3.9,2024-12-06 20:37:34,2024-12-06 20:44:34,2024-12-06 21:11:34,DELIVERED,40.6
8769,25215,Swiggy Genie,0.74,2024-12-29 17:00:17,2024-12-29 17:13:17,2024-12-29 17:22:17,Delivered,24.6
8770,25216,Own Fleet,6.88,2025-11-25 18:30:21,2025-11-25 18:38:21,2025-11-25 19:06:21,Delivered,59.71
8771,25221,Dunzo,9.57,2024-05-13 19:52:18,2024-05-13 19:59:18,2024-05-13 20:43:18,Delivered,88.78
8772,25226,Own Fleet,3.24,2025-07-28 18:32:40,2025-07-28 18:43:40,2025-07-28 19:01:40,Delivered,41.05
8773,25236,Porter,10.98,2024-04-29 11:13:57,2024-04-29 11:20:57,2024-04-29 12:01:57,Delivered,99.36
8774,25237,Own Fleet,6.96,2026-07-09 14:18:21,2026-07-09 14:30:21,2026-07-09 14:49:21,Delivered,81.26
8775,25238,Porter,11.28,2025-04-26 18:39:30,2025-04-26 18:48:30,2025-04-26 19:25:30,Delivered,82.35
8776,25239,Porter,2.98,2026-04-27 20:54:32,2026-04-27 21:00:32,2026-04-27 21:15:32,Delivered,43.1
8777,25241,Dunzo,7.77,2025-04-20 22:06:51,2025-04-20 22:17:51,,Cancelled,70.8
8778,25248,Own Fleet,10.29,2024-04-28 21:34:53,2024-04-28 21:39:53,,Delivered,110.71
8779,25249,Own Fleet,1.62,2026-02-28 14:41:39,2026-02-28 14:52:39,2026-02-28 15:03:39,Delivered,33.7
8780,25251,Swiggy Genie,1.77,2024-06-10 15:01:01,2024-06-10 15:11:01,2024-06-10 15:21:01,Delivered,33.52
8781,25254,Dunzo,0.91,2026-06-04 20:53:45,2026-06-04 21:08:45,2026-06-04 21:20:45,Delivered,28.13
8782,25257,Own Fleet,11.05,2024-10-15 20:51:20,2024-10-15 20:58:20,2024-10-15 21:55:20,Delivered,82.01
8783,25261,Dunzo,12.46,2026-04-19 13:47:24,2026-04-19 14:02:24,2026-04-19 14:49:24,Delivered,85.82
8784,25266,Dunzo,6.82,2024-03-02 20:36:25,2024-03-02 20:42:25,,Cancelled,55.17
8785,25267,Shadowfax,6.04,2025-06-18 18:42:44,2025-06-18 18:44:44,2025-06-18 19:15:44,Delivered,56.82
8786,25270,Own Fleet,14.04,2024-01-29 13:30:20,2024-01-29 13:39:20,2024-01-29 14:19:20,Delivered,122.55
8787,25273,Shadowfax,12.09,2024-05-25 15:48:24,2024-05-25 15:50:24,2024-05-25 16:41:24,Delivered,85.34
8788,25277,Own Fleet,12.33,2026-06-10 13:52:59,2026-06-10 13:54:59,,Failed,130.33
8789,25288,Shadowfax,1.87,2025-02-01 13:27:22,2025-02-01 13:31:22,2025-02-01 13:42:22,Delivered,35.91
8790,25289,Own Fleet,3.91,2024-08-03 18:37:01,2024-08-03 18:41:01,2024-08-03 18:56:01,Delivered,40.68
8791,25290,Dunzo,12.33,2024-05-25 20:15:20,2024-05-25 20:22:20,2024-05-25 21:21:20,Delivered,127.79
8792,25295,Porter,14.12,2025-08-17 18:47:38,2025-08-17 18:53:38,2025-08-17 19:51:38,Delivered,125.91
8793,25297,Own Fleet,6.75,2025-07-22 19:04:12,2025-07-22 19:11:12,2025-07-22 19:43:12,Delivered,75.59
8794,25299,Own Fleet,5.91,2025-08-19 19:56:37,2025-08-19 20:03:37,2025-08-19 20:31:37,Delivered,64.91
8795,25301,Own Fleet,4.19,2026-08-02 20:50:50,2026-08-02 20:58:50,2026-08-02 21:16:50,Delivered,44.47
8796,25302,Own Fleet,6.57,2024-02-17 19:18:17,2024-02-17 19:20:17,2024-02-17 19:53:17,Delivered,68.42
8797,25304,Porter,6.14,2026-02-28 21:38:00,2026-02-28 21:41:00,2026-02-28 22:05:00,Delivered,60.97
8798,25311,Swiggy Genie,13.53,2026-04-18 21:42:06,2026-04-18 21:56:06,2026-04-18 22:40:06,Delivered,132.22
8799,25312,Dunzo,12.86,2024-03-23 19:55:05,2024-03-23 20:02:05,2024-03-23 21:04:05,Delivered,115.33
8800,25317,Shadowfax,10.47,2024-10-04 11:11:32,2024-10-04 11:21:32,,Failed,93.88
8801,25318,Dunzo,8.34,2025-07-15 20:31:39,2025-07-15 20:33:39,2025-07-15 21:11:39,Delivered,80.58
8802,25319,Porter,13.47,2025-09-27 20:31:21,2025-09-27 20:36:21,2025-09-27 21:26:21,Delivered,94.77
8803,25320,Porter,5.24,2025-02-14 15:11:13,2025-02-14 15:18:13,2025-02-14 15:47:13,Delivered,61.63
8804,25322,Swiggy Genie,6.69,2025-05-27 21:44:33,2025-05-27 21:53:33,2025-05-27 22:17:33,Delivered,76.26
8805,25323,Swiggy Genie,8.03,2024-05-11 19:32:09,2024-05-11 19:41:09,,Pending,72.6
8806,25325,Dunzo,3.01,2024-11-26 22:18:46,2024-11-26 22:27:46,2024-11-26 22:48:46,Delivered,42.49
8807,25329,Shadowfax,3.14,2024-02-17 13:35:20,2024-02-17 13:39:20,2024-02-17 13:58:20,Delivered,36.72
8808,25330,Shadowfax,0.75,2024-12-31 21:37:01,2024-12-31 21:43:01,,Pending,25.9
8809,25331,Own Fleet,11.83,2025-02-16 18:56:10,2025-02-16 19:11:10,2025-02-16 19:49:10,Delivered,125.96
8810,25332,Own Fleet,14.23,2025-05-03 12:49:24,2025-05-03 12:57:24,2025-05-03 13:44:24,Delivered,114.09
8811,25337,Dunzo,14.47,2025-06-22 20:43:31,2025-06-22 20:53:31,2025-06-22 21:58:31,Delivered,124.37
8812,25340,Swiggy Genie,12.86,2024-06-05 15:00:05,2024-06-05 15:03:05,2024-06-05 16:00:05,Delivered,86.22
8813,25342,Swiggy Genie,12.79,2025-07-05 20:05:48,2025-07-05 20:09:48,2025-07-05 21:11:48,Delivered,128.76
8814,25348,Dunzo,5.52,2025-02-24 23:09:10,2025-02-24 23:20:10,2025-02-24 23:44:10,Delivered,63.3
8815,25353,Shadowfax,6.73,2025-10-06 19:16:28,2025-10-06 19:24:28,,Cancelled,72.98
8816,25357,Swiggy Genie,8.05,2025-02-22 21:45:29,2025-02-22 21:58:29,2025-02-22 22:29:29,Delivered,81.28
8817,25361,Dunzo,4.38,2026-07-16 20:49:46,2026-07-16 20:57:46,2026-07-16 21:22:46,Delivered,50.03
8818,25362,Shadowfax,2.21,2025-04-13 12:33:40,2025-04-13 12:43:40,,Delivered,38.23
8819,25365,Porter,13.89,2026-03-24 14:49:42,2026-03-24 15:04:42,,Pending,143.29
8820,25366,Shadowfax,8.46,2025-06-07 18:48:25,2025-06-07 18:52:25,2025-06-07 19:40:25,Delivered,94.27
8821,25370,Shadowfax,12.36,2024-10-15 19:59:59,2024-10-15 20:08:59,,Returned,89.8
8822,25371,Own Fleet,10.96,2026-06-20 14:29:06,2026-06-20 14:35:06,2026-06-20 15:33:06,Delivered,108.44
8823,25372,Own Fleet,2.61,2024-06-13 19:40:21,2024-06-13 19:55:21,,Returned,38.4
8824,25374,Shadowfax,4.26,2026-04-18 15:11:07,2026-04-18 15:17:07,2026-04-18 15:33:07,Delivered,53.73
8825,25381,Dunzo,2.76,2025-05-31 22:03:46,2025-05-31 22:15:46,2025-05-31 22:33:46,Delivered,40.52
8826,25384,Own Fleet,11.8,2024-07-07 20:08:51,2024-07-07 20:17:51,2024-07-07 21:03:51,Delivered,101.6
8827,25388,Swiggy Genie,7.02,2025-07-10 20:03:01,2025-07-10 20:11:01,2025-07-10 20:37:01,Delivered,61.61
8828,25392,Own Fleet,10.07,2025-07-13 15:40:27,2025-07-13 15:52:27,2025-07-13 16:35:27,Delivered,102.4
8829,25395,Swiggy Genie,3.86,2025-07-28 12:40:00,2025-07-28 12:42:00,2025-07-28 13:03:00,Delivered,49.09
8830,25399,Dunzo,12.69,2025-02-08 18:30:55,2025-02-08 18:44:55,,Returned,116.4
8831,25400,Shadowfax,6.29,2026-04-08 20:55:23,2026-04-08 21:00:23,2026-04-08 21:35:23,Delivered,74.34
8832,25404,Porter,0.81,2024-09-07 22:34:58,2024-09-07 22:37:58,,Cancelled,25.38
8833,25409,Own Fleet,12.14,2026-02-22 21:22:52,2026-02-22 21:32:52,2026-02-22 22:04:52,Delivered,102.63
8834,25410,Dunzo,8.23,2026-03-05 13:55:19,2026-03-05 13:58:19,2026-03-05 14:30:19,Delivered,67.49
8835,25411,Swiggy Genie,4.87,2026-04-19 16:09:11,2026-04-19 16:22:11,2026-04-19 16:41:11,Delivered,62.24
8836,25412,Dunzo,8.18,2025-05-17 21:46:24,2025-05-17 21:54:24,2025-05-17 22:37:24,Delivered,84.33
8837,25417,Dunzo,13.48,2024-10-22 22:04:10,2024-10-22 22:12:10,2024-10-22 23:10:10,Delivered,139.55
8838,25428,Own Fleet,2.71,2025-06-07 16:21:33,2025-06-07 16:25:33,2025-06-07 16:36:33,Delivered,34.11
8839,25429,Swiggy Genie,2.06,2025-12-11 20:03:00,2025-12-11 20:13:00,2025-12-11 20:25:00,Delivered,37.9
8840,25434,Porter,8.54,2025-02-18 11:00:11,2025-02-18 11:05:11,2025-02-18 11:32:11,Delivered,90.09
8841,25438,Dunzo,10.34,2025-11-04 21:10:43,2025-11-04 21:24:43,,Cancelled,86.27
8842,25441,Shadowfax,8.06,2024-08-04 21:06:37,2024-08-04 21:09:37,2024-08-04 21:52:37,Delivered,75.72
8843,25442,Dunzo,11.03,2025-11-23 14:41:55,2025-11-23 14:51:55,2025-11-23 15:40:55,Delivered,106.83
8844,25445,Swiggy Genie,5.62,2024-08-31 20:44:17,2024-08-31 20:48:17,2024-08-31 21:16:17,Delivered,68.16
8845,25446,Dunzo,13.16,2024-05-11 22:16:18,2024-05-11 22:28:18,,Returned,106.64
8846,25447,Own Fleet,13.75,2024-07-19 14:19:48,2024-07-19 14:29:48,2024-07-19 15:12:48,Delivered,121.76
8847,25448,Own Fleet,3.18,2024-03-08 21:38:55,2024-03-08 21:51:55,2024-03-08 22:03:55,Delivered,36.58
8848,25452,Swiggy Genie,7.15,2024-12-31 10:39:17,2024-12-31 10:46:17,,Cancelled,56.08
8849,25453,Shadowfax,14.14,2025-07-29 11:15:30,2025-07-29 11:24:30,2025-07-29 12:41:30,Delivered,97.45
8850,25458,Shadowfax,5.94,2026-08-05 21:01:05,2026-08-05 21:10:05,2026-08-05 21:26:05,Delivered,66.63
8851,25459,Dunzo,14.4,2025-07-05 18:25:43,2025-07-05 18:35:43,2025-07-05 19:18:43,Delivered,114.98
8852,25460,Dunzo,4.35,2024-11-29 10:46:20,2024-11-29 10:56:20,2024-11-29 11:17:20,Delivered,50.87
8853,25470,Swiggy Genie,5.1,2025-03-16 14:50:48,2025-03-16 15:02:48,,Pending,64.92
8854,25474,Porter,3.5,2024-04-06 13:32:44,2024-04-06 13:40:44,2024-04-06 13:58:44,Delivered,40.5
8855,25476,Dunzo,8.97,2025-11-06 19:15:23,2025-11-06 19:23:23,2025-11-06 20:15:23,Delivered,94.85
8856,25479,Porter,1.62,2025-03-25 22:46:11,2025-03-25 22:49:11,2025-03-25 22:54:11,Delivered,29.48
8857,25481,Shadowfax,7.74,2025-09-24 12:16:28,2025-09-24 12:31:28,2025-09-24 13:10:28,Delivered,71.35
8858,25484,Dunzo,6.48,2024-11-08 11:20:26,2024-11-08 11:29:26,2024-11-08 11:55:26,Delivered,56.86
8859,25488,Own Fleet,6.9,2025-04-01 19:01:55,2025-04-01 19:10:55,,Pending,65.82
8860,25489,Porter,14.24,2025-07-06 21:19:24,2025-07-06 21:24:24,2025-07-06 22:10:24,Delivered,119.4
8861,25498,Porter,7.23,2025-02-14 19:35:40,2025-02-14 19:41:40,2025-02-14 20:09:40,delivered,60.8
8862,25503,Shadowfax,8.45,2025-01-28 23:00:13,2025-01-28 23:07:13,2025-01-28 23:48:13,Delivered,72.82
8863,25510,Porter,10.47,2024-02-04 13:13:37,2024-02-04 13:25:37,2024-02-04 14:05:37,Delivered,108.64
8864,25517,Own Fleet,11.27,2026-03-03 11:18:30,2026-03-03 11:29:30,2026-03-03 12:09:30,Delivered,88.27
8865,25518,Porter,14.33,2026-06-27 17:00:56,2026-06-27 17:09:56,2026-06-27 17:51:56,Delivered,111.54
8866,25521,Dunzo,5.9,2025-12-16 14:37:14,2025-12-16 14:49:14,2025-12-16 15:14:14,Delivered,60.47
8867,25523,Porter,2.92,2025-09-30 21:00:54,2025-09-30 21:04:54,2025-09-30 21:22:54,Delivered,38.38
8868,25528,Dunzo,1.49,2025-01-04 21:20:22,2025-01-04 21:32:22,2025-01-04 21:39:22,Delivered,29.62
8869,25530,Shadowfax,12.61,2024-06-15 12:13:52,2024-06-15 12:28:52,2024-06-15 13:32:52,Delivered,114.24
8870,25532,Porter,6.97,2024-02-17 17:39:41,2024-02-17 17:51:41,2024-02-17 18:14:41,Delivered,80.69
8871,25536,Shadowfax,4.74,2024-01-17 12:26:14,2024-01-17 12:35:14,,Delivered,52.73
8872,25545,Swiggy Genie,13.25,2024-10-08 14:08:09,2024-10-08 14:11:09,2024-10-08 14:58:09,Delivered,113.45
8873,25546,Porter,8.18,2025-08-09 12:18:31,2025-08-09 12:25:31,2025-08-09 13:03:31,Delivered,84.56
8874,25548,Dunzo,3.99,2024-06-02 18:08:05,2024-06-02 18:18:05,2024-06-02 18:37:05,Delivered,44.89
8875,25549,Shadowfax,7.04,2024-10-08 15:14:49,2024-10-08 15:16:49,2024-10-08 15:37:49,Delivered,82.17
8876,25556,Shadowfax,5.82,2024-06-06 14:23:08,2024-06-06 14:30:08,2024-06-06 14:49:08,Delivered,60.15
8877,25559,Swiggy Genie,2.89,2025-05-17 18:46:03,2025-05-17 18:57:03,,Pending,37.05
8878,25560,Dunzo,5.87,2025-07-05 14:00:42,2025-07-05 14:09:42,2025-07-05 14:32:42,Delivered,60.17
8879,25563,Dunzo,3.63,2025-01-04 15:50:58,2025-01-04 15:52:58,,Cancelled,47.59
8880,25564,Own Fleet,10.09,2025-11-23 12:37:51,2025-11-23 12:41:51,,Failed,76.73
8881,25565,Shadowfax,11.85,2025-09-23 13:22:21,2025-09-23 13:36:21,2025-09-23 14:26:21,Delivered,87.13
8882,25567,Swiggy Genie,8.26,2024-12-27 11:28:23,2024-12-27 11:36:23,2024-12-27 12:07:23,Delivered,75.58
8883,25568,Dunzo,13.17,2025-07-08 16:00:03,2025-07-08 16:14:03,2025-07-08 17:06:03,Delivered,136.1
8884,25569,Porter,8.12,2024-11-16 19:29:34,2024-11-16 19:39:34,2024-11-16 20:06:34,Delivered,61.89
8885,25573,Swiggy Genie,9.87,2024-04-13 13:25:54,2024-04-13 13:38:54,,Returned,76.27
8886,25578,Dunzo,2.93,2025-12-11 17:44:30,2025-12-11 17:53:30,2025-12-11 18:06:30,Delivered,41.81
8887,25579,Shadowfax,4.68,2024-12-27 18:39:35,2024-12-27 18:42:35,2024-12-27 19:03:35,Delivered,46.59
8888,25585,Dunzo,3.21,2024-09-07 20:29:52,2024-09-07 20:35:52,,Returned,42.8
8889,25590,Shadowfax,4.37,2025-12-13 21:11:45,2025-12-13 21:23:45,2025-12-13 21:53:45,Delivered,54.32
8890,25591,Dunzo,10.12,2024-02-16 13:21:30,2024-02-16 13:30:30,2024-02-16 14:07:30,Delivered,106.84
8891,25596,Own Fleet,11.99,2025-08-03 14:37:02,2025-08-03 14:50:02,2025-08-03 15:37:02,Delivered,87.13
8892,25599,Swiggy Genie,9.74,2024-06-11 18:19:56,2024-06-11 18:21:56,,Returned,93.33
8893,25600,Shadowfax,6.34,2025-02-19 21:46:25,2025-02-19 21:52:25,2025-02-19 22:30:25,delivered,51.9
8894,25609,Shadowfax,8.39,2024-05-25 19:36:16,2024-05-25 19:48:16,2024-05-25 20:22:16,Delivered,77.46
8895,25611,Swiggy Genie,2.87,2025-04-09 21:52:57,2025-04-09 22:07:57,2025-04-09 22:28:57,Delivered,42.65
8896,25612,Dunzo,12.8,2025-03-15 16:48:13,2025-03-15 16:52:13,2025-03-15 17:55:13,Delivered,90.24
8897,25614,Own Fleet,8.69,2026-05-26 17:48:40,2026-05-26 17:55:40,2026-05-26 18:42:40,Delivered,82.11
8898,25619,Own Fleet,0.96,2024-07-20 12:56:18,2024-07-20 12:58:18,2024-07-20 13:08:18,Delivered,27.87
8899,25621,Shadowfax,8.23,2025-10-19 16:49:16,2025-10-19 16:54:16,2025-10-19 17:36:16,Delivered,70.81
8900,25622,Dunzo,5.68,2024-12-11 20:52:08,2024-12-11 20:57:08,2024-12-11 21:32:08,Delivered,68.26
8901,25623,Dunzo,4.9,2025-01-11 20:42:47,2025-01-11 20:54:47,2025-01-11 21:16:47,Delivered,59.03
8902,25624,Dunzo,4.37,2025-04-26 20:32:30,2025-04-26 20:44:30,,Pending,53.65
8903,25628,Porter,-12.79,2026-01-24 13:07:11,2026-01-24 13:19:11,,Failed,131.53
8904,25630,Shadowfax,8.21,2024-02-15 21:45:28,2024-02-15 21:49:28,2024-02-15 22:39:28,Delivered,79.94
8905,25631,Own Fleet,11.95,2025-09-15 12:36:54,2025-09-15 12:48:54,2025-09-15 13:27:54,Delivered,122.84
8906,25632,Own Fleet,5.38,2025-01-04 20:46:34,2025-01-04 21:00:34,,Cancelled,66.44
8907,25638,Dunzo,2.39,2023-12-16 18:47:12,2023-12-16 18:55:12,2023-12-16 19:13:12,Delivered,34.05
8908,25641,Porter,8.43,2025-02-17 18:17:07,2025-02-17 18:22:07,,Cancelled,69.62
8909,25643,Porter,2.24,2026-03-05 13:26:29,2026-03-05 13:34:29,2026-03-05 13:45:29,Delivered,31.32
8910,25646,Shadowfax,12.1,2024-03-02 14:30:19,2024-03-02 14:43:19,2024-03-02 15:37:19,Delivered,104.21
8911,25650,Shadowfax,8.66,2024-07-21 17:44:19,2024-07-21 17:53:19,,Pending,96.63
8912,25655,Shadowfax,10.93,2024-05-19 19:12:10,2024-05-19 19:16:10,,Cancelled,112.09
8913,25659,Porter,11.99,2025-05-16 13:31:12,2025-05-16 13:46:12,2025-05-16 14:52:12,Delivered,120.31
8914,25662,Dunzo,9.77,2025-02-23 19:51:39,2025-02-23 19:54:39,2025-02-23 20:33:39,Delivered,99.15
8915,25663,Shadowfax,9.09,2025-04-12 21:59:37,2025-04-12 22:13:37,2025-04-12 23:05:37,Delivered,92.38
8916,25666,Shadowfax,2.75,2026-01-18 21:13:20,2026-01-18 21:27:20,2026-01-18 21:45:20,Delivered,40.73
8917,25669,Dunzo,11.81,2026-01-10 19:35:13,2026-01-10 19:38:13,,Pending,84.63
8918,25672,Porter,4.31,2025-02-22 11:38:08,2025-02-22 11:41:08,,Failed,53.68
8919,25677,Dunzo,9.26,2024-04-13 19:17:46,2024-04-13 19:32:46,2024-04-13 20:06:46,Delivered,76.24
8920,25678,Porter,2.44,2026-07-23 19:15:07,2026-07-23 19:30:07,2026-07-23 19:49:07,Delivered,37.48
8921,25679,Own Fleet,4.17,2026-07-18 21:45:27,2026-07-18 22:00:27,2026-07-18 22:21:27,Delivered,53.74
8922,25680,Porter,1.5,2025-09-21 23:02:07,2025-09-21 23:09:07,,Returned,28.42
8923,25684,Own Fleet,14.08,2024-06-05 22:14:03,2024-06-05 22:23:03,2024-06-05 23:25:03,Delivered,116.45
8924,25685,Porter,3.96,2024-12-14 14:51:11,2024-12-14 15:03:11,2024-12-14 15:19:11,Delivered,43.7
8925,25690,Swiggy Genie,5.24,2025-05-13 18:40:05,2025-05-13 18:50:05,,Returned,63.54
8926,25691,Swiggy Genie,5.78,2024-02-17 20:29:09,2024-02-17 20:43:09,2024-02-17 21:10:09,Delivered,51.09
8927,25692,Dunzo,8.41,2025-11-09 20:26:50,2025-11-09 20:41:50,,Cancelled,90.3
8928,25694,Shadowfax,10.82,2025-03-01 19:34:22,2025-03-01 19:43:22,,Pending,81.72
8929,25695,Shadowfax,1.39,2026-07-10 21:59:54,2026-07-10 22:12:54,,Returned,30.84
8930,25698,Own Fleet,10.6,2025-02-24 19:05:41,2025-02-24 19:19:41,2025-02-24 20:14:41,Delivered,102.48
8931,25700,Swiggy Genie,13.08,2025-02-16 20:41:06,2025-02-16 20:46:06,2025-02-16 21:54:06,Delivered,91.73
8932,25703,Porter,7.18,2024-01-06 12:05:59,2024-01-06 12:15:59,2024-01-06 12:52:59,Delivered,57.51
8933,25705,Shadowfax,14.33,2025-04-09 19:02:53,2025-04-09 19:14:53,,Pending,107.33
8934,25709,Shadowfax,3.02,2026-06-20 19:54:41,2026-06-20 20:04:41,2026-06-20 20:18:41,Delivered,40.89
8935,25710,Porter,13.89,2025-08-09 22:07:55,2025-08-09 22:15:55,2025-08-09 23:22:55,Delivered,114.36
8936,25711,Shadowfax,2.37,2024-04-06 18:42:37,2024-04-06 18:48:37,2024-04-06 19:05:37,Delivered,33.39
8937,25715,Own Fleet,0.65,2025-05-10 16:40:13,2025-05-10 16:43:13,2025-05-10 16:49:13,Delivered,25.45
8938,25718,Own Fleet,5.01,2024-04-23 11:50:28,2024-04-23 11:57:28,2024-04-23 12:17:28,Delivered,59.46
8939,25722,Own Fleet,11.82,2026-03-26 13:01:09,2026-03-26 13:07:09,2026-03-26 14:01:09,Delivered,122.97
8940,25724,Porter,14.35,2026-02-25 19:36:35,2026-02-25 19:50:35,,Pending,119.83
8941,25726,Swiggy Genie,10.63,2025-06-21 15:08:42,2025-06-21 15:16:42,2025-06-21 15:49:42,Delivered,110.72
8942,25727,Dunzo,9.06,2024-11-30 11:04:59,2024-11-30 11:14:59,,Pending,94.64
8943,25730,Dunzo,6.17,2026-05-09 16:27:39,2026-05-09 16:42:39,2026-05-09 17:10:39,Delivered,69.47
8944,25731,Porter,6.61,2024-08-16 12:49:52,2024-08-16 12:55:52,,Returned,71.0
8945,25737,Own Fleet,10.51,2026-04-24 21:43:46,2026-04-24 21:53:46,2026-04-24 22:25:46,Delivered,110.48
8946,25738,Shadowfax,14.23,2026-02-01 21:42:34,2026-02-01 21:46:34,2026-02-01 22:32:34,Delivered,98.5
8947,25740,Dunzo,11.74,2025-01-20 19:05:58,2025-01-20 19:10:58,2025-01-20 19:47:58,Delivered,113.84
8948,25741,Own Fleet,3.27,2024-12-21 12:46:15,2024-12-21 12:49:15,2024-12-21 13:05:15,Delivered,43.43
8949,25743,Porter,7.61,2025-11-29 13:26:09,2025-11-29 13:31:09,,Cancelled,60.28
8950,25745,Dunzo,6.23,2025-06-15 13:28:43,2025-06-15 13:37:43,2025-06-15 14:12:43,Delivered,72.3
8951,25750,Own Fleet,9.69,2024-12-21 20:53:59,2024-12-21 20:57:59,2024-12-21 21:22:59,Delivered,83.78
8952,25751,Porter,4.57,2026-07-27 13:22:35,2026-07-27 13:27:35,2026-07-27 13:46:35,Delivered,55.97
8953,25754,Own Fleet,1.03,2024-02-25 20:58:00,2024-02-25 21:00:00,2024-02-25 21:11:00,Delivered,27.72
8954,25755,Dunzo,8.46,2024-01-07 19:26:17,2024-01-07 19:30:17,2024-01-07 20:03:17,Delivered,81.06
