CostID,BranchID,CostDate,CostCategory,CostAmount,Description
2173,9,2025-04-01,Delivery,53760.66,Delivery expense for April 2025
2174,9,2025-04-01,Cleaning,9446.33,Cleaning expense for April 2025
2175,9,2025-04-01,Repairs,43784.74,Repairs expense for April 2025
2176,9,2025-04-01,Miscellaneous,11830.37,Miscellaneous expense for April 2025
2177,9,2025-05-01,Rent,190381.94,Rent expense for May 2025
2178,9,2025-05-01,Electricity,47595.84,Electricity expense for May 2025
2179,9,2025-05-01,Salaries,413204.49,Salaries expense for May 2025
2180,9,2025-05-01,Maintenance,21069.2,Maintenance expense for May 2025
2181,9,2025-05-01,Delivery,39009.47,Delivery expense for May 2025
2182,9,2025-05-01,Cleaning,15497.45,Cleaning expense for May 2025
2183,9,2025-05-01,Repairs,34081.47,Repairs expense for May 2025
2184,9,2025-05-01,Miscellaneous,7495.06,Miscellaneous expense for May 2025
2185,9,2025-06-01,Rent,120598.19,Rent expense for June 2025
2186,9,2025-06-01,Electricity,65208.25,Electricity expense for June 2025
2187,9,2025-06-01,Salaries,436678.75,Salaries expense for June 2025
2188,9,2025-06-01,Maintenance,27603.34,Maintenance expense for June 2025
2189,9,2025-06-01,Delivery,37646.28,Delivery expense for June 2025
2190,9,2025-06-01,Cleaning,10799.59,Cleaning expense for June 2025
2191,9,2025-06-01,Repairs,42065.27,Repairs expense for June 2025
2192,9,2025-06-01,Miscellaneous,10039.0,Miscellaneous expense for June 2025
2193,9,2025-07-01,Rent,184159.69,Rent expense for July 2025
2194,9,2025-07-01,Electricity,37483.74,Electricity expense for July 2025
2195,9,2025-07-01,SALARIES,637463.72,Salaries expense for July 2025
2196,9,2025-07-01,Maintenance,30694.9,Maintenance expense for July 2025
2197,9,2025-07-01,Delivery,32981.28,Delivery expense for July 2025
2198,9,2025-07-01,Cleaning,7020.05,Cleaning expense for July 2025
2199,9,2025-07-01,Repairs,12234.51,Repairs expense for July 2025
2200,9,2025-07-01,Miscellaneous,21623.36,Miscellaneous expense for July 2025
2201,9,2025-08-01,Rent,147231.43,Rent expense for August 2025
2202,9,2025-08-01,Electricity,47234.7,Electricity expense for August 2025
2203,9,2025-08-01,Salaries,780000.73,Salaries expense for August 2025
2204,9,2025-08-01,Maintenance,9335.89,Maintenance expense for August 2025
2205,9,2025-08-01,Delivery,24379.8,Delivery expense for August 2025
2206,9,2025-08-01,Cleaning,15341.48,Cleaning expense for August 2025
2207,9,2025-08-01,Repairs,23194.11,Repairs expense for August 2025
2208,9,2025-08-01,Miscellaneous,13480.37,Miscellaneous expense for August 2025
2209,9,2025-09-01,Rent,151255.81,Rent expense for September 2025
2210,9,2025-09-01,Electricity,-63223.33,Electricity expense for September 2025
2211,9,2025-09-01,Salaries,494616.37,Salaries expense for September 2025
2212,9,2025-09-01,Maintenance,28290.27,Maintenance expense for September 2025
2213,9,2025-09-01,Delivery,41360.52,Delivery expense for September 2025
2214,9,2025-09-01,Cleaning,12116.58,Cleaning expense for September 2025
2215,9,2025-09-01,Repairs,30655.71,Repairs expense for September 2025
2216,9,2025-09-01,Miscellaneous,19660.91,Miscellaneous expense for September 2025
2217,9,2025-10-01,Rent,140648.38,Rent expense for October 2025
2218,9,2025-10-01,Electricity,72324.27,Electricity expense for October 2025
2219,9,2025-10-01,Salaries,723591.3,Salaries expense for October 2025
2220,9,2025-10-01,Maintenance,29284.99,Maintenance expense for October 2025
2221,9,2025-10-01,Delivery,48366.22,Delivery expense for October 2025
2222,9,2025-10-01,Cleaning,14150.55,Cleaning expense for October 2025
2223,9,2025-10-01,Repairs,16343.36,Repairs expense for October 2025
2224,9,2025-10-01,Miscellaneous,21347.23,Miscellaneous expense for October 2025
2225,9,2025-11-01,Rent,221955.82,Rent expense for November 2025
2226,9,2025-11-01,Electricity,71759.46,Electricity expense for November 2025
2227,9,2025-11-01,Salaries,488608.42,Salaries expense for November 2025
2228,9,2025-11-01,Maintenance,29519.95,Maintenance expense for November 2025
2229,9,2025-11-01,Delivery,30391.86,Delivery expense for November 2025
2230,9,2025-11-01,Cleaning,11391.44,Cleaning expense for November 2025
2231,9,2025-11-01,Repairs,39922.67,Repairs expense for November 2025
2232,9,2025-11-01,Miscellaneous,4090.57,Miscellaneous expense for November 2025
2233,9,2025-12-01,Rent,209958.37,Rent expense for December 2025
2234,9,2025-12-01,Electricity,44410.2,Electricity expense for December 2025
2235,9,2025-12-01,Salaries,427851.37,Salaries expense for December 2025
2236,9,2025-12-01,Maintenance,19837.41,Maintenance expense for December 2025
2237,9,2025-12-01,Delivery,50684.52,Delivery expense for December 2025
2238,9,2025-12-01,Cleaning,13476.81,Cleaning expense for December 2025
2239,9,2025-12-01,Repairs,8811.57,Repairs expense for December 2025
2240,9,2025-12-01,Miscellaneous,19091.69,Miscellaneous expense for December 2025
2241,9,2026-01-01,Rent,125985.0,Rent expense for January 2026
2242,9,2026-01-01,Electricity,69390.14,Electricity expense for January 2026
2243,9,2026-01-01,Salaries,438684.33,Salaries expense for January 2026
2244,9,2026-01-01,Maintenance,17952.26,Maintenance expense for January 2026
2245,9,2026-01-01,Delivery,44741.72,Delivery expense for January 2026
2246,9,2026-01-01,Cleaning,12090.14,Cleaning expense for January 2026
2247,9,2026-01-01,Repairs,7508.25,Repairs expense for January 2026
2248,9,2026-01-01,Miscellaneous,9346.2,Miscellaneous expense for January 2026
2249,9,2026-02-01,Rent,136083.16,Rent expense for February 2026
2250,9,2026-02-01,Electricity,61951.52,Electricity expense for February 2026
2251,9,2026-02-01,Salaries,774601.0,Salaries expense for February 2026
2252,9,2026-02-01,Maintenance,17538.22,Maintenance expense for February 2026
2253,9,2026-02-01,Delivery,52131.37,Delivery expense for February 2026
2254,9,2026-02-01,Cleaning,14657.41,Cleaning expense for February 2026
2255,9,2026-02-01,Repairs,45147.33,Repairs expense for February 2026
2256,9,2026-02-01,Miscellaneous,18236.74,Miscellaneous expense for February 2026
2257,9,2026-03-01,Rent,199283.97,Rent expense for March 2026
2258,9,2026-03-01,Electricity,31026.93,Electricity expense for March 2026
2259,9,2026-03-01,Salaries,687167.67,Salaries expense for March 2026
2260,9,2026-03-01,Maintenance,24550.72,Maintenance expense for March 2026
2261,9,2026-03-01,Delivery,42382.95,Delivery expense for March 2026
2262,9,2026-03-01,Cleaning,12344.02,Cleaning expense for March 2026
2263,9,2026-03-01,Repairs,16520.59,Repairs expense for March 2026
2264,9,2026-03-01,Miscellaneous,12455.85,Miscellaneous expense for March 2026
2265,9,2026-04-01,Rent,94954.44,Rent expense for April 2026
2266,9,2026-04-01,Electricity,78567.19,Electricity expense for April 2026
2267,9,2026-04-01,Salaries,466042.24,Salaries expense for April 2026
2268,9,2026-04-01,Maintenance,23245.08,Maintenance expense for April 2026
2269,9,2026-04-01,Delivery,26839.96,Delivery expense for April 2026
2270,9,2026-04-01,Cleaning,15904.99,Cleaning expense for April 2026
2271,9,2026-04-01,Repairs,38899.42,Repairs expense for April 2026
2272,9,2026-04-01,Miscellaneous,20373.35,Miscellaneous expense for April 2026
2273,9,2026-05-01,Rent,199051.3,Rent expense for May 2026
2274,9,2026-05-01,Electricity,48575.58,Electricity expense for May 2026
2275,9,2026-05-01,Salaries,678417.16,Salaries expense for May 2026
2276,9,2026-05-01,Maintenance,16350.34,Maintenance expense for May 2026
2277,9,2026-05-01,Delivery,36548.46,Delivery expense for May 2026
2278,9,2026-05-01,Cleaning,6310.21,Cleaning expense for May 2026
2279,9,2026-05-01,Repairs,14428.21,Repairs expense for May 2026
2280,9,2026-05-01,Miscellaneous,2783.47,Miscellaneous expense for May 2026
2281,9,2026-06-01,Rent,152309.88,Rent expense for June 2026
2282,9,2026-06-01,Electricity,50823.7,Electricity expense for June 2026
2283,9,2026-06-01,Salaries,728275.38,Salaries expense for June 2026
2284,9,2026-06-01,Maintenance,21302.02,Maintenance expense for June 2026
2285,9,2026-06-01,Delivery,24216.44,Delivery expense for June 2026
2286,9,2026-06-01,Cleaning,11396.73,Cleaning expense for June 2026
2287,9,2026-06-01,Repairs,40244.84,Repairs expense for June 2026
2288,9,2026-06-01,Miscellaneous,11045.71,Miscellaneous expense for June 2026
2289,9,2026-07-01,Rent,208231.45,Rent expense for July 2026
2290,9,2026-07-01,Electricity,58599.77,Electricity expense for July 2026
2291,9,2026-07-01,Salaries,604144.89,Salaries expense for July 2026
2292,9,2026-07-01,Maintenance,12468.35,Maintenance expense for July 2026
2293,9,2026-07-01,Delivery,66781.49,Delivery expense for July 2026
2294,9,2026-07-01,Cleaning,12697.49,Cleaning expense for July 2026
2295,9,2026-07-01,Repairs,39080.76,Repairs expense for July 2026
2296,9,2026-07-01,Miscellaneous,2405.51,Miscellaneous expense for July 2026
2297,9,2026-08-01,Rent,157538.37,Rent expense for August 2026
2298,9,2026-08-01,Electricity,50321.32,Electricity expense for August 2026
2299,9,2026-08-01,Salaries,606868.45,Salaries expense for August 2026
2300,9,2026-08-01,Maintenance,12044.06,Maintenance expense for August 2026
2301,9,2026-08-01,Delivery,21897.76,Delivery expense for August 2026
2302,9,2026-08-01,Cleaning,16424.38,Cleaning expense for August 2026
2303,9,2026-08-01,Repairs,33949.57,Repairs expense for August 2026
2304,9,2026-08-01,Miscellaneous,20583.19,Miscellaneous expense for August 2026
2305,10,2024-01-01,Rent,157044.87,Rent expense for January 2024
2306,10,2024-01-01,Electricity,56884.47,Electricity expense for January 2024
2307,10,2024-01-01,Salaries,362856.05,Salaries expense for January 2024
2308,10,2024-01-01,Maintenance,18664.55,Maintenance expense for January 2024
2309,10,2024-01-01,Delivery,22942.27,Delivery expense for January 2024
2310,10,2024-01-01,Cleaning,9338.2,Cleaning expense for January 2024
2311,10,2024-01-01,Repairs,25446.88,Repairs expense for January 2024
2312,10,2024-01-01,Miscellaneous,6862.24,Miscellaneous expense for January 2024
2313,10,2024-02-01,Rent,235026.98,Rent expense for February 2024
2314,10,2024-02-01,Electricity,41824.14,Electricity expense for February 2024
2315,10,2024-02-01,Salaries,613342.83,Salaries expense for February 2024
2316,10,2024-02-01,Maintenance,21004.9,Maintenance expense for February 2024
2317,10,2024-02-01,Delivery,25442.2,Delivery expense for February 2024
2318,10,2024-02-01,Cleaning,9662.76,Cleaning expense for February 2024
2319,10,2024-02-01,Repairs,19830.28,Repairs expense for February 2024
2320,10,2024-02-01,Miscellaneous,13528.11,Miscellaneous expense for February 2024
2321,10,2024-03-01,Rent,182194.98,Rent expense for March 2024
2322,10,2024-03-01,Electricity,36431.7,Electricity expense for March 2024
2323,10,2024-03-01,Salaries,679765.36,Salaries expense for March 2024
2324,10,2024-03-01,Maintenance,13392.69,Maintenance expense for March 2024
2325,10,2024-03-01,Delivery,50194.87,Delivery expense for March 2024
2326,10,2024-03-01,Cleaning,6802.32,Cleaning expense for March 2024
2327,10,2024-03-01,Repairs,10090.58,Repairs expense for March 2024
2328,10,2024-03-01,Miscellaneous,5048.25,Miscellaneous expense for March 2024
2329,10,2024-04-01,Rent,207288.52,Rent expense for April 2024
2330,10,2024-04-01,Electricity,37311.32,Electricity expense for April 2024
2331,10,2024-04-01,Salaries,679134.5,Salaries expense for April 2024
2332,10,2024-04-01,Maintenance,13133.0,Maintenance expense for April 2024
2333,10,2024-04-01,Delivery,32335.34,Delivery expense for April 2024
2334,10,2024-04-01,Cleaning,8560.85,Cleaning expense for April 2024
2335,10,2024-04-01,Repairs,34924.74,Repairs expense for April 2024
2336,10,2024-04-01,Miscellaneous,8506.29,Miscellaneous expense for April 2024
2337,10,2024-05-01,Rent,167224.33,Rent expense for May 2024
2338,10,2024-05-01,Electricity,26662.61,Electricity expense for May 2024
2339,10,2024-05-01,Salaries,539183.38,Salaries expense for May 2024
2340,10,2024-05-01,Maintenance,16153.14,Maintenance expense for May 2024
2341,10,2024-05-01,Delivery,29060.43,Delivery expense for May 2024
2342,10,2024-05-01,Cleaning,14539.37,Cleaning expense for May 2024
2343,10,2024-05-01,Repairs,18842.89,Repairs expense for May 2024
2344,10,2024-05-01,Miscellaneous,15367.08,Miscellaneous expense for May 2024
2345,10,2024-06-01,Rent,174774.1,Rent expense for June 2024
2346,10,2024-06-01,Electricity,29074.46,Electricity expense for June 2024
2347,10,2024-06-01,Salaries,658707.3,Salaries expense for June 2024
2348,10,2024-06-01,Maintenance,21073.25,Maintenance expense for June 2024
2349,10,2024-06-01,Delivery,25078.4,Delivery expense for June 2024
2350,10,2024-06-01,Cleaning,8603.35,Cleaning expense for June 2024
2351,10,2024-06-01,Repairs,9652.51,Repairs expense for June 2024
2352,10,2024-06-01,Miscellaneous,3413.95,Miscellaneous expense for June 2024
2353,10,2024-07-01,Rent,206146.71,Rent expense for July 2024
2354,10,2024-07-01,Electricity,38944.16,Electricity expense for July 2024
2355,10,2024-07-01,Salaries,568119.1,Salaries expense for July 2024
2356,10,2024-07-01,Maintenance,18591.98,Maintenance expense for July 2024
2357,10,2024-07-01,Delivery,15110.84,Delivery expense for July 2024
2358,10,2024-07-01,Cleaning,6451.15,Cleaning expense for July 2024
2359,10,2024-07-01,Repairs,32847.76,Repairs expense for July 2024
2360,10,2024-07-01,Miscellaneous,5899.51,Miscellaneous expense for July 2024
2361,10,2024-08-01,Rent,117309.25,Rent expense for August 2024
2362,10,2024-08-01,Electricity,46390.67,Electricity expense for August 2024
2363,10,2024-08-01,Salaries,582539.76,Salaries expense for August 2024
2364,10,2024-08-01,Maintenance,13563.41,Maintenance expense for August 2024
2365,10,2024-08-01,Delivery,33542.2,Delivery expense for August 2024
2366,10,2024-08-01,Cleaning,7403.6,Cleaning expense for August 2024
2367,10,2024-08-01,Repairs,21039.54,Repairs expense for August 2024
2368,10,2024-08-01,Miscellaneous,5992.45,Miscellaneous expense for August 2024
2369,10,2024-09-01,Rent,157993.16,Rent expense for September 2024
2370,10,2024-09-01,Electricity,29492.12,Electricity expense for September 2024
2371,10,2024-09-01,Salaries,572939.42,Salaries expense for September 2024
2372,10,2024-09-01,Maintenance,27064.59,Maintenance expense for September 2024
2373,10,2024-09-01,Delivery,45303.47,Delivery expense for September 2024
2374,10,2024-09-01,Cleaning,14371.47,Cleaning expense for September 2024
2375,10,2024-09-01,Repairs,11793.14,Repairs expense for September 2024
2376,10,2024-09-01,Miscellaneous,3471.43,Miscellaneous expense for September 2024
2377,10,2024-10-01,Rent,180907.73,Rent expense for October 2024
2378,10,2024-10-01,Electricity,60267.56,Electricity expense for October 2024
2379,10,2024-10-01,Salaries,541398.99,Salaries expense for October 2024
2380,10,2024-10-01,Maintenance,22642.63,Maintenance expense for October 2024
2381,10,2024-10-01,Delivery,45070.01,Delivery expense for October 2024
2382,10,2024-10-01,Cleaning,12399.45,Cleaning expense for October 2024
2383,10,2024-10-01,Repairs,9782.94,Repairs expense for October 2024
2384,10,2024-10-01,Miscellaneous,9308.38,Miscellaneous expense for October 2024
2385,10,2024-11-01,Rent,116789.23,Rent expense for November 2024
2386,10,2024-11-01,Electricity,34619.44,Electricity expense for November 2024
2387,10,2024-11-01,Salaries,550758.04,Salaries expense for November 2024
2388,10,2024-11-01,Maintenance,9771.2,Maintenance expense for November 2024
2389,10,2024-11-01,Delivery,17046.48,Delivery expense for November 2024
2390,10,2024-11-01,Cleaning,10978.33,Cleaning expense for November 2024
2391,10,2024-11-01,Repairs,9212.43,Repairs expense for November 2024
2392,10,2024-11-01,Miscellaneous,5900.15,Miscellaneous expense for November 2024
2393,10,2024-12-01,Rent,133172.55,Rent expense for December 2024
2394,10,2024-12-01,Electricity,31708.0,Electricity expense for December 2024
2395,10,2024-12-01,Salaries,447746.14,Salaries expense for December 2024
2396,10,2024-12-01,Maintenance,27459.39,Maintenance expense for December 2024
2397,10,2024-12-01,Delivery,36390.0,Delivery expense for December 2024
2398,10,2024-12-01,Cleaning,5957.47,Cleaning expense for December 2024
2399,10,2024-12-01,Repairs,27531.18,Repairs expense for December 2024
2400,10,2024-12-01,Miscellaneous,11349.54,Miscellaneous expense for December 2024
2401,10,2025-01-01,Rent,214817.67,Rent expense for January 2025
2402,10,2025-01-01,Electricity,66664.36,Electricity expense for January 2025
2403,10,2025-01-01,Salaries,394312.87,Salaries expense for January 2025
2404,10,2025-01-01,Maintenance,27672.37,Maintenance expense for January 2025
2405,10,2025-01-01,Delivery,24604.71,Delivery expense for January 2025
2406,10,2025-01-01,Cleaning,13227.16,Cleaning expense for January 2025
2407,10,2025-01-01,Repairs,23763.06,Repairs expense for January 2025
2408,10,2025-01-01,Miscellaneous,13284.93,Miscellaneous expense for January 2025
2409,10,2025-02-01,Rent,225804.04,Rent expense for February 2025
2410,10,2025-02-01,Electricity,63788.13,Electricity expense for February 2025
2411,10,2025-02-01,Salaries,497710.47,Salaries expense for February 2025
2412,10,2025-02-01,Maintenance,26306.2,Maintenance expense for February 2025
2413,10,2025-02-01,Delivery,47180.68,Delivery expense for February 2025
2414,10,2025-02-01,Cleaning,14269.52,Cleaning expense for February 2025
2415,10,2025-02-01,Repairs,15510.46,Repairs expense for February 2025
2416,10,2025-02-01,Miscellaneous,2486.64,Miscellaneous expense for February 2025
2417,10,2025-03-01,Rent,214199.69,Rent expense for March 2025
2418,10,2025-03-01,Electricity,68534.63,Electricity expense for March 2025
2419,10,2025-03-01,Salaries,587145.32,Salaries expense for March 2025
2420,10,2025-03-01,Maintenance,19916.95,Maintenance expense for March 2025
2421,10,2025-03-01,Delivery,34877.5,Delivery expense for March 2025
2422,10,2025-03-01,Cleaning,12709.8,Cleaning expense for March 2025
2423,10,2025-03-01,Repairs,26337.34,Repairs expense for March 2025
2424,10,2025-03-01,Miscellaneous,17497.79,Miscellaneous expense for March 2025
2425,10,2025-04-01,Rent,162165.8,Rent expense for April 2025
2426,10,2025-04-01,Electricity,65726.75,Electricity expense for April 2025
2427,10,2025-04-01,Salaries,373365.27,Salaries expense for April 2025
2428,10,2025-04-01,Maintenance,23270.05,Maintenance expense for April 2025
2429,10,2025-04-01,Delivery,35415.49,Delivery expense for April 2025
2430,10,2025-04-01,Cleaning,10042.1,Cleaning expense for April 2025
2431,10,2025-04-01,Repairs,-25231.79,Repairs expense for April 2025
2432,10,2025-04-01,Miscellaneous,2923.96,Miscellaneous expense for April 2025
2433,10,2025-05-01,Rent,150846.72,Rent expense for May 2025
2434,10,2025-05-01,Electricity,56863.03,Electricity expense for May 2025
2435,10,2025-05-01,Salaries,453135.97,Salaries expense for May 2025
2436,10,2025-05-01,Maintenance,18309.51,Maintenance expense for May 2025
2437,10,2025-05-01,Delivery,43064.02,Delivery expense for May 2025
2438,10,2025-05-01,Cleaning,10296.54,Cleaning expense for May 2025
2439,10,2025-05-01,Repairs,36058.02,Repairs expense for May 2025
2440,10,2025-05-01,Miscellaneous,9524.33,Miscellaneous expense for May 2025
2441,10,2025-06-01,Rent,182442.88,Rent expense for June 2025
2442,10,2025-06-01,Electricity,27027.61,Electricity expense for June 2025
2443,10,2025-06-01,Salaries,684493.07,Salaries expense for June 2025
2444,10,2025-06-01,Maintenance,24360.47,Maintenance expense for June 2025
2445,10,2025-06-01,Delivery,37471.94,Delivery expense for June 2025
2446,10,2025-06-01,Cleaning,6803.85,Cleaning expense for June 2025
2447,10,2025-06-01,Repairs,4526.36,Repairs expense for June 2025
2448,10,2025-06-01,Miscellaneous,19474.22,Miscellaneous expense for June 2025
2449,10,2025-07-01,Rent,147886.09,Rent expense for July 2025
2450,10,2025-07-01,Electricity,62863.48,Electricity expense for July 2025
2451,10,2025-07-01,Salaries,576325.84,Salaries expense for July 2025
2452,10,2025-07-01,Maintenance,12062.44,Maintenance expense for July 2025
2453,10,2025-07-01,Delivery,45322.92,Delivery expense for July 2025
2454,10,2025-07-01,Cleaning,8175.52,Cleaning expense for July 2025
2455,10,2025-07-01,Repairs,11491.48,Repairs expense for July 2025
2456,10,2025-07-01,Miscellaneous,14011.5,Miscellaneous expense for July 2025
2457,10,2025-08-01,Rent,188851.38,Rent expense for August 2025
2458,10,2025-08-01,Electricity,49698.77,Electricity expense for August 2025
2459,10,2025-08-01,Salaries,422477.3,Salaries expense for August 2025
2460,10,2025-08-01,Maintenance,16023.64,Maintenance expense for August 2025
2461,10,2025-08-01,Delivery,41048.85,Delivery expense for August 2025
2462,10,2025-08-01,Cleaning,11148.53,Cleaning expense for August 2025
2463,10,2025-08-01,Repairs,13934.78,Repairs expense for August 2025
2464,10,2025-08-01,Miscellaneous,17019.3,Miscellaneous expense for August 2025
2465,10,2025-09-01,Rent,79853.01,Rent expense for September 2025
2466,10,2025-09-01,electricity,29455.84,Electricity expense for September 2025
2467,10,2025-09-01,Salaries,535325.18,Salaries expense for September 2025
2468,10,2025-09-01,Maintenance,23121.34,Maintenance expense for September 2025
2469,10,2025-09-01,Delivery,37822.1,Delivery expense for September 2025
2470,10,2025-09-01,Cleaning,6565.25,Cleaning expense for September 2025
2471,10,2025-09-01,Repairs,17504.72,Repairs expense for September 2025
2472,10,2025-09-01,Miscellaneous,3822.75,Miscellaneous expense for September 2025
2473,10,2025-10-01,Rent,185780.26,Rent expense for October 2025
2474,10,2025-10-01,Electricity,55181.39,Electricity expense for October 2025
2475,10,2025-10-01,Salaries,556836.94,Salaries expense for October 2025
2476,10,2025-10-01,Maintenance,17958.94,Maintenance expense for October 2025
2477,10,2025-10-01,Delivery,36276.26,Delivery expense for October 2025
2478,10,2025-10-01,Cleaning,12054.66,Cleaning expense for October 2025
2479,10,2025-10-01,Repairs,11160.68,Repairs expense for October 2025
2480,10,2025-10-01,Miscellaneous,3786.96,Miscellaneous expense for October 2025
2481,10,2025-11-01,Rent,93469.99,Rent expense for November 2025
2482,10,2025-11-01,Electricity,37001.18,Electricity expense for November 2025
2483,10,2025-11-01,Salaries,628002.06,Salaries expense for November 2025
2484,10,2025-11-01,Maintenance,11506.37,Maintenance expense for November 2025
2485,10,2025-11-01,Delivery,42301.75,Delivery expense for November 2025
2486,10,2025-11-01,Cleaning,10251.53,Cleaning expense for November 2025
2487,10,2025-11-01,Repairs,20438.88,Repairs expense for November 2025
2488,10,2025-11-01,Miscellaneous,6434.17,Miscellaneous expense for November 2025
2489,10,2025-12-01,Rent,208015.03,Rent expense for December 2025
2490,10,2025-12-01,Electricity,47177.37,Electricity expense for December 2025
2491,10,2025-12-01,Salaries,545159.12,Salaries expense for December 2025
2492,10,2025-12-01,Maintenance,23422.25,Maintenance expense for December 2025
2493,10,2025-12-01,Delivery,28216.93,Delivery expense for December 2025
2494,10,2025-12-01,Cleaning,11752.94,Cleaning expense for December 2025
2495,10,2025-12-01,Repairs,11245.8,Repairs expense for December 2025
2496,10,2025-12-01,Miscellaneous,4036.73,Miscellaneous expense for December 2025
2497,10,2026-01-01,Rent,152153.06,Rent expense for January 2026
2498,10,2026-01-01,Electricity,44813.96,Electricity expense for January 2026
2499,10,2026-01-01,Salaries,585001.03,Salaries expense for January 2026
2500,10,2026-01-01,Maintenance,29179.56,Maintenance expense for January 2026
2501,10,2026-01-01,Delivery,57114.16,Delivery expense for January 2026
2502,10,2026-01-01,Cleaning,12043.2,Cleaning expense for January 2026
2503,10,2026-01-01,Repairs,22940.58,Repairs expense for January 2026
2504,10,2026-01-01,Miscellaneous,10764.52,Miscellaneous expense for January 2026
2505,10,2026-02-01,Rent,87319.4,Rent expense for February 2026
2506,10,2026-02-01,Electricity,47442.88,Electricity expense for February 2026
2507,10,2026-02-01,Salaries,644669.12,Salaries expense for February 2026
2508,10,2026-02-01,Maintenance,16550.4,Maintenance expense for February 2026
2509,10,2026-02-01,Delivery,39852.02,Delivery expense for February 2026
2510,10,2026-02-01,Cleaning,10420.53,Cleaning expense for February 2026
2511,10,2026-02-01,Repairs,33435.08,Repairs expense for February 2026
2512,10,2026-02-01,Miscellaneous,4315.3,Miscellaneous expense for February 2026
2513,10,2026-03-01,Rent,148429.43,Rent expense for March 2026
2514,10,2026-03-01,Electricity,49325.47,Electricity expense for March 2026
2515,10,2026-03-01,Salaries,468857.24,Salaries expense for March 2026
2516,10,2026-03-01,Maintenance,18016.28,Maintenance expense for March 2026
2517,10,2026-03-01,Delivery,54269.06,Delivery expense for March 2026
2518,10,2026-03-01,Cleaning,7434.02,Cleaning expense for March 2026
2519,10,2026-03-01,Repairs,24812.3,Repairs expense for March 2026
2520,10,2026-03-01,Miscellaneous,8657.38,Miscellaneous expense for March 2026
2521,10,2026-04-01,Rent,187087.53,Rent expense for April 2026
2522,10,2026-04-01,Electricity,58000.43,Electricity expense for April 2026
2523,10,2026-04-01,Salaries,492726.03,Salaries expense for April 2026
2524,10,2026-04-01,Maintenance,26033.06,Maintenance expense for April 2026
2525,10,2026-04-01,Delivery,35571.93,Delivery expense for April 2026
2526,10,2026-04-01,Cleaning,5044.63,Cleaning expense for April 2026
2527,10,2026-04-01,Repairs,34222.44,Repairs expense for April 2026
2528,10,2026-04-01,Miscellaneous,16235.66,Miscellaneous expense for April 2026
2529,10,2026-05-01,Rent,211980.05,Rent expense for May 2026
2530,10,2026-05-01,Electricity,42761.75,Electricity expense for May 2026
2531,10,2026-05-01,Salaries,496795.84,Salaries expense for May 2026
2532,10,2026-05-01,Maintenance,12504.63,Maintenance expense for May 2026
2533,10,2026-05-01,Delivery,16951.31,Delivery expense for May 2026
2534,10,2026-05-01,Cleaning,11962.98,Cleaning expense for May 2026
2535,10,2026-05-01,Repairs,9989.21,Repairs expense for May 2026
2536,10,2026-05-01,Miscellaneous,5353.41,Miscellaneous expense for May 2026
2537,10,2026-06-01,Rent,174075.74,Rent expense for June 2026
2538,10,2026-06-01,Electricity,48053.91,Electricity expense for June 2026
2539,10,2026-06-01,Salaries,576539.36,Salaries expense for June 2026
2540,10,2026-06-01,Maintenance,18193.35,Maintenance expense for June 2026
2541,10,2026-06-01,Delivery,37520.81,Delivery expense for June 2026
2542,10,2026-06-01,Cleaning,10409.0,Cleaning expense for June 2026
2543,10,2026-06-01,Repairs,28629.63,Repairs expense for June 2026
2544,10,2026-06-01,Miscellaneous,8366.06,Miscellaneous expense for June 2026
2545,10,2026-07-01,Rent,119222.63,Rent expense for July 2026
2546,10,2026-07-01,Electricity,42162.12,Electricity expense for July 2026
2547,10,2026-07-01,Salaries,474145.88,Salaries expense for July 2026
2548,10,2026-07-01,Maintenance,17940.84,Maintenance expense for July 2026
2549,10,2026-07-01,Delivery,35837.68,Delivery expense for July 2026
2550,10,2026-07-01,Cleaning,12462.69,Cleaning expense for July 2026
2551,10,2026-07-01,Repairs,14224.92,Repairs expense for July 2026
2552,10,2026-07-01,Miscellaneous,5968.65,Miscellaneous expense for July 2026
2553,10,2026-08-01,Rent,190624.7,Rent expense for August 2026
2554,10,2026-08-01,Electricity,64173.1,Electricity expense for August 2026
2555,10,2026-08-01,Salaries,611356.17,Salaries expense for August 2026
2556,10,2026-08-01,Maintenance,14845.22,Maintenance expense for August 2026
2557,10,2026-08-01,Delivery,44059.64,Delivery expense for August 2026
2558,10,2026-08-01,Cleaning,14630.88,Cleaning expense for August 2026
2559,10,2026-08-01,Repairs,26607.03,Repairs expense for August 2026
2560,10,2026-08-01,Miscellaneous,17566.36,Miscellaneous expense for August 2026
2561,11,2024-01-01,Rent,370107.05,Rent expense for January 2024
2562,11,2024-01-01,Electricity,98735.08,Electricity expense for January 2024
2563,11,2024-01-01,Salaries,1028526.53,Salaries expense for January 2024
2564,11,2024-01-01,Maintenance,45328.87,Maintenance expense for January 2024
2565,11,2024-01-01,DELIVERY,29120.16,Delivery expense for January 2024
2566,11,2024-01-01,Cleaning,20198.64,Cleaning expense for January 2024
2567,11,2024-01-01,Repairs,32096.54,Repairs expense for January 2024
2568,11,2024-01-01,Miscellaneous,22120.71,Miscellaneous expense for January 2024
2569,11,2024-02-01,Rent,300956.19,Rent expense for February 2024
2570,11,2024-02-01,Electricity,52227.73,Electricity expense for February 2024
2571,11,2024-02-01,Salaries,1067666.37,Salaries expense for February 2024
