OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountAmount,FinalAmount
38339,16050,54,2,200.54,0.0,401.08
38340,16050,31,1,64.68,3.23,61.45
38341,16051,47,2,188.17,56.45,319.89
38342,16051,68,2,310.47,0.0,620.94
38343,16051,6,2,178.02,35.6,320.44
38344,16052,69,2,177.24,35.45,319.03
38345,16052,7,3,243.68,0.0,731.04
38346,16052,20,1,238.82,0.0,238.82
38347,16053,56,1,268.8,0.0,268.8
38348,16054,43,1,277.53,0.0,277.53
38349,16055,25,3,163.63,0.0,490.89
38350,16055,31,1,64.68,0.0,64.68
38351,16055,52,1,97.93,14.69,83.24
38352,16056,24,2,205.36,41.07,369.65
38353,16056,36,1,33.65,0.0,33.65
38354,16057,15,1,154.26,0.0,154.26
38355,16057,67,2,310.47,62.09,558.85
38356,16057,53,2,197.26,39.45,355.07
38357,16057,43,1,277.53,27.75,249.78
38358,16058,46,2,161.47,16.15,306.79
38359,16058,66,3,234.61,0.0,703.83
38360,16058,32,2,79.0,23.7,134.3
38361,16059,70,2,318.01,0.0,636.02
38362,16059,19,1,206.87,31.03,175.84
38363,16059,53,2,197.26,0.0,394.52
38364,16059,11,3,211.28,0.0,633.84
38365,16059,22,2,136.34,27.27,245.41
38366,16060,9,1,151.74,0.0,151.74
38367,16060,70,1,318.01,0.0,318.01
38368,16060,15,2,154.26,46.28,262.24
38369,16060,31,2,64.68,0.0,129.36
38370,16061,19,3,206.87,0.0,620.61
38371,16062,51,1,236.82,35.52,201.3
38372,16062,32,2,79.0,7.9,150.1
38373,16062,13,2,160.7,16.07,305.33
38374,16062,16,3,110.35,16.55,314.5
38375,16063,31,2,64.68,0.0,129.36
38376,16063,13,1,160.7,0.0,160.7
38377,16063,4,1,97.88,0.0,97.88
38378,16064,11,3,211.28,63.38,570.46
38379,16064,53,2,197.26,59.18,335.34
38380,16064,59,2,349.44,0.0,698.88
38381,16065,27,2,68.37,0.0,136.74
38382,16066,28,2,96.03,19.21,172.85
38383,16066,66,3,234.61,0.0,703.83
38384,16066,19,2,206.87,41.37,372.37
38385,16066,60,2,212.72,0.0,425.44
38386,16067,18,2,140.88,28.18,253.58
38387,16067,60,2,212.72,63.82,361.62
38388,16067,38,3,52.51,0.0,157.53
38389,16067,28,1,96.03,0.0,96.03
38390,16067,69,2,177.24,35.45,319.03
38391,16068,56,2,268.8,0.0,537.6
38392,16068,30,1,60.79,0.0,60.79
38393,16068,43,2,277.53,83.26,471.8
38394,16069,58,2,183.14,36.63,329.65
38395,16069,54,3,200.54,30.08,571.54
38396,16069,30,1,60.79,0.0,60.79
38397,16070,44,2,190.78,57.23,324.33
38398,16070,20,1,238.82,0.0,238.82
38399,16070,65,1,300.59,0.0,300.59
38400,16071,32,2,79.0,0.0,158.0
38401,16071,35,1,82.41,12.36,70.05
38402,16071,53,1,197.26,0.0,197.26
38403,16072,10,1,231.22,23.12,208.1
38404,16073,69,3,177.24,0.0,531.72
38405,16073,6,2,178.02,35.6,320.44
38406,16073,34,3,41.41,18.63,105.6
38407,16074,9,2,151.74,0.0,303.48
38408,16075,13,2,160.7,0.0,321.4
38409,16075,59,2,349.44,0.0,698.88
38410,16076,4,1,97.88,9.79,88.09
38411,16076,25,2,163.63,0.0,327.26
38412,16076,67,3,310.47,46.57,884.84
38413,16077,30,2,60.79,0.0,121.58
38414,16077,68,3,310.47,139.71,791.7
38415,16078,2,3,122.34,18.35,348.67
38416,16078,32,3,79.0,35.55,201.45
38417,16079,65,2,300.59,0.0,601.18
38418,16080,66,3,234.61,70.38,633.45
38419,16080,3,3,93.62,28.09,252.77
38420,16081,11,1,211.28,0.0,211.28
38421,16081,67,3,310.47,46.57,884.84
38422,16081,23,2,208.08,0.0,416.16
38423,16081,52,2,97.93,0.0,195.86
38424,16082,10,2,231.22,69.37,393.07
38425,16082,66,1,234.61,0.0,234.61
38426,16082,23,1,208.08,20.81,187.27
38427,16082,68,2,310.47,62.09,558.85
38428,16083,40,3,122.76,0.0,368.28
38429,16083,26,2,183.0,36.6,329.4
38430,16084,48,1,367.71,0.0,367.71
38431,16084,37,3,63.47,0.0,190.41
38432,16084,18,3,140.88,63.4,359.24
38433,16085,23,1,208.08,31.21,176.87
38434,16085,12,3,147.57,66.41,376.3
38435,16085,16,3,110.35,33.1,297.95
38436,16086,37,1,63.47,0.0,63.47
38437,16087,12,1,147.57,0.0,147.57
38438,16088,11,2,211.28,63.38,359.18
38439,16088,3,2,93.62,0.0,187.24
38440,16089,65,3,300.59,45.09,856.68
38441,16090,65,2,300.59,0.0,601.18
38442,16090,50,2,244.62,0.0,489.24
38443,16090,24,3,205.36,61.61,554.47
38444,16091,12,2,147.57,44.27,250.87
38445,16091,33,3,82.14,0.0,246.42
38446,16091,9,1,151.74,22.76,128.98
38447,16091,28,1,96.03,0.0,96.03
38448,16092,34,1,41.41,4.14,37.27
38449,16092,10,1,231.22,0.0,231.22
38450,16092,8,1,180.47,0.0,180.47
38451,16093,64,2,256.44,0.0,512.88
38452,16093,69,1,177.24,0.0,177.24
38453,16094,46,1,161.47,0.0,161.47
38454,16094,12,2,147.57,14.76,280.38
38455,16094,20,1,238.82,0.0,238.82
38456,16095,44,3,190.78,0.0,572.34
38457,16095,42,1,75.33,7.53,67.8
38458,16096,36,1,33.65,1.68,31.97
38459,16096,47,3,188.17,0.0,564.51
38460,16097,50,3,244.62,36.69,697.17
38461,16097,12,3,147.57,0.0,442.71
38462,16097,21,2,159.11,47.73,270.49
38463,16097,38,2,52.51,10.5,94.52
38464,16097,23,2,208.08,0.0,416.16
38465,16098,41,2,50.99,0.0,101.98
38466,16098,12,2,147.57,0.0,295.14
38467,16098,59,1,349.44,0.0,349.44
38468,16099,40,3,122.76,0.0,368.28
38469,16100,66,1,234.61,11.73,222.88
38470,16100,16,2,110.35,22.07,198.63
38471,16100,37,2,63.47,6.35,120.59
38472,16100,3,3,93.62,42.13,238.73
38473,16101,16,3,110.35,16.55,314.5
38474,16101,12,1,147.57,0.0,147.57
38475,16102,6,1,178.02,26.7,151.32
38476,16102,2,2,122.34,36.7,207.98
38477,16103,26,1,183.0,0.0,183.0
38478,16104,12,2,147.57,14.76,280.38
38479,16105,11,3,211.28,31.69,602.15
38480,16105,24,3,205.36,0.0,616.08
38481,16106,62,3,159.59,0.0,478.77
38482,16106,21,1,159.11,7.96,151.15
38483,16107,47,3,188.17,0.0,564.51
38484,16107,25,2,163.63,0.0,327.26
38485,16107,68,3,310.47,46.57,884.84
38486,16108,39,3,49.95,0.0,149.85
38487,16108,47,2,188.17,37.63,338.71
38488,16109,43,3,277.53,41.63,790.96
38489,16109,20,3,238.82,35.82,680.64
38490,16109,18,1,140.88,0.0,140.88
38491,16110,58,3,183.14,27.47,521.95
38492,16111,39,3,49.95,22.48,127.37
38493,16112,6,2,178.02,0.0,356.04
38494,16113,15,1,154.26,15.43,138.83
38495,16113,39,3,49.95,0.0,149.85
38496,16114,68,3,310.47,0.0,931.41
38497,16115,23,3,208.08,62.42,561.82
38498,16115,70,2,318.01,31.8,604.22
38499,16115,44,3,190.78,0.0,572.34
38500,16116,26,2,183.0,0.0,366.0
38501,16117,20,1,238.82,0.0,238.82
38502,16117,21,1,159.11,15.91,143.2
38503,16117,55,3,478.02,0.0,1434.06
38504,16118,59,1,349.44,52.42,297.02
38505,16118,5,2,182.17,0.0,364.34
38506,16118,68,1,310.47,0.0,310.47
38507,16119,15,3,154.26,23.14,439.64
38508,16119,67,3,310.47,46.57,884.84
38509,16119,47,2,188.17,18.82,357.52
38510,16119,17,2,144.83,0.0,289.66
38511,16120,16,2,110.35,33.1,187.6
38512,16120,28,1,96.03,9.6,86.43
38513,16120,55,3,478.02,0.0,1434.06
38514,16121,13,1,160.7,0.0,160.7
38515,16122,48,3,367.71,0.0,1103.13
38516,16122,30,1,60.79,0.0,60.79
38517,16123,29,3,93.43,28.03,252.26
38518,16123,17,3,144.83,0.0,434.49
38519,16123,9,1,151.74,7.59,144.15
38520,16124,51,3,236.82,106.57,603.89
38521,16125,8,3,180.47,81.21,460.2
38522,16126,52,1,97.93,4.9,93.03
38523,16127,64,2,256.44,0.0,512.88
38524,16127,69,1,177.24,26.59,150.65
38525,16127,2,3,122.34,36.7,330.32
38526,16127,67,3,310.47,0.0,931.41
38527,16128,48,1,367.71,18.39,349.32
38528,16129,46,2,161.47,48.44,274.5
38529,16129,10,3,231.22,0.0,693.66
38530,16129,60,3,212.72,63.82,574.34
38531,16129,57,3,107.13,0.0,321.39
38532,16129,19,3,206.87,0.0,620.61
38533,16130,4,2,97.88,0.0,195.76
38534,16130,10,3,231.22,69.37,624.29
38535,16130,26,2,183.0,18.3,347.7
38536,16131,10,1,231.22,34.68,196.54
38537,16131,43,3,277.53,0.0,832.59
38538,16131,23,3,208.08,31.21,593.03
38539,16132,59,2,349.44,104.83,594.05
38540,16132,46,1,161.47,16.15,145.32
38541,16133,39,1,49.95,0.0,49.95
38542,16133,1,1,248.27,0.0,248.27
38543,16133,71,3,159.04,0.0,477.12
38544,16133,37,3,63.47,9.52,180.89
38545,16134,5,3,182.17,0.0,546.51
38546,16134,18,2,140.88,0.0,281.76
38547,16134,56,1,268.8,0.0,268.8
38548,16135,6,3,178.02,0.0,534.06
38549,16135,14,2,172.14,34.43,309.85
38550,16135,15,1,154.26,0.0,154.26
38551,16136,12,1,147.57,7.38,140.19
38552,16136,31,2,64.68,0.0,129.36
38553,16136,70,1,318.01,31.8,286.21
38554,16137,62,1,159.59,23.94,135.65
38555,16138,1,2,248.27,0.0,496.54
38556,16138,2,1,122.34,0.0,122.34
38557,16138,19,3,206.87,31.03,589.58
38558,16138,36,1,33.65,1.68,31.97
38559,16139,19,1,206.87,0.0,206.87
38560,16139,10,2,231.22,0.0,462.44
38561,16140,44,3,190.78,0.0,572.34
38562,16140,61,1,234.61,0.0,234.61
38563,16140,41,3,50.99,0.0,152.97
38564,16140,71,1,159.04,0.0,159.04
38565,16141,4,2,97.88,0.0,195.76
38566,16141,28,3,96.03,0.0,288.09
38567,16141,35,3,82.41,0.0,247.23
38568,16142,64,2,256.44,0.0,512.88
38569,16143,46,1,161.47,0.0,161.47
38570,16143,54,3,200.54,90.24,511.38
38571,16143,39,3,49.95,0.0,149.85
38572,16143,35,3,82.41,0.0,247.23
38573,16143,55,2,478.02,47.8,908.24
38574,16144,39,2,49.95,9.99,89.91
38575,16144,3,3,93.62,14.04,266.82
38576,16144,34,1,41.41,4.14,37.27
38577,16144,40,2,122.76,12.28,233.24
38578,16144,59,3,349.44,0.0,1048.32
38579,16145,44,3,190.78,0.0,572.34
38580,16146,3,3,93.62,0.0,280.86
38581,16147,3,3,93.62,14.04,266.82
38582,16147,1,2,248.27,74.48,422.06
38583,16147,11,1,211.28,0.0,211.28
38584,16148,17,1,144.83,0.0,144.83
38585,16148,3,2,93.62,0.0,187.24
38586,16148,71,1,159.04,0.0,159.04
38587,16149,50,1,244.62,0.0,244.62
38588,16150,66,2,234.61,70.38,398.84
38589,16151,24,2,205.36,20.54,390.18
38590,16151,41,2,50.99,5.1,96.88
38591,16152,36,1,33.65,0.0,33.65
38592,16153,64,1,256.44,25.64,230.8
38593,16153,50,1,244.62,0.0,244.62
38594,16153,20,3,238.82,107.47,608.99
38595,16153,39,2,49.95,14.98,84.92
38596,16154,42,1,75.33,0.0,75.33
38597,16155,35,2,82.41,0.0,164.82
38598,16155,25,3,163.63,73.63,417.26
38599,16155,29,3,93.43,0.0,280.29
38600,16156,46,3,161.47,72.66,411.75
38601,16156,64,2,256.44,76.93,435.95
38602,16156,3,3,93.62,0.0,280.86
38603,16157,5,3,182.17,27.33,519.18
38604,16157,70,1,318.01,15.9,302.11
38605,16158,14,2,172.14,0.0,344.28
38606,16159,58,2,183.14,0.0,366.28
38607,16159,48,1,367.71,0.0,367.71
38608,16160,68,3,310.47,93.14,838.27
38609,16160,41,1,50.99,7.65,43.34
38610,16161,14,1,172.14,0.0,172.14
38611,16162,34,2,41.41,0.0,82.82
38612,16162,14,3,172.14,25.82,490.6
38613,16162,1,1,248.27,24.83,223.44
38614,16162,26,3,183.0,0.0,549.0
38615,16163,61,2,234.61,0.0,469.22
38616,16163,25,3,163.63,0.0,490.89
38617,16164,13,1,160.7,8.04,152.66
38618,16164,70,2,318.01,0.0,636.02
38619,16164,39,3,49.95,14.99,134.86
38620,16164,41,2,50.99,0.0,101.98
38621,16165,20,1,238.82,0.0,238.82
38622,16165,4,1,97.88,0.0,97.88
38623,16165,17,1,144.83,0.0,144.83
38624,16166,36,1,33.65,0.0,33.65
38625,16167,23,3,208.08,624.2,561.82
38626,16167,53,1,197.26,29.59,167.67
38627,16167,13,2,160.7,0.0,321.4
38628,16168,64,2,256.44,0.0,512.88
38629,16168,70,1,318.01,15.9,302.11
38630,16169,52,2,97.93,9.79,186.07
38631,16170,14,2,172.14,0.0,344.28
38632,16171,15,3,154.26,0.0,462.78
38633,16171,45,1,206.77,10.34,196.43
38634,16171,67,2,310.47,0.0,620.94
38635,16172,48,3,367.71,55.16,1047.97
38636,16173,50,2,244.62,0.0,489.24
38637,16174,19,3,206.87,0.0,620.61
38638,16174,70,1,318.01,47.7,270.31
38639,16175,71,1,159.04,7.95,151.09
38640,16175,56,1,268.8,40.32,228.48
38641,16175,26,1,183.0,0.0,183.0
38642,16176,15,2,154.26,0.0,308.52
38643,16176,31,3,64.68,19.4,174.64
38644,16176,8,1,180.47,9.02,171.45
38645,16177,68,3,310.47,139.71,791.7
38646,16178,19,1,206.87,10.34,196.53
38647,16178,32,3,79.0,11.85,225.15
38648,16179,56,1,268.8,0.0,268.8
38649,16179,57,3,107.13,48.21,273.18
38650,16180,2,2,122.34,12.23,232.45
38651,16180,21,3,159.11,0.0,477.33
38652,16180,17,1,144.83,21.72,123.11
38653,16180,42,3,75.33,0.0,225.99
38654,16181,60,3,212.72,0.0,638.16
38655,16182,54,2,200.54,40.11,360.97
38656,16183,6,3,178.02,0.0,534.06
38657,16183,28,3,96.03,14.4,273.69
38658,16184,53,2,197.26,39.45,355.07
38659,16184,7,3,243.68,0.0,731.04
38660,16184,62,2,159.59,0.0,319.18
38661,16184,12,1,147.57,0.0,147.57
38662,16185,4,2,97.88,0.0,195.76
38663,16185,41,2,50.99,0.0,101.98
38664,16186,21,1,159.11,7.96,151.15
38665,16186,52,3,97.93,29.38,264.41
38666,16187,44,1,190.78,0.0,190.78
38667,16188,59,1,349.44,0.0,349.44
38668,16189,4,1,97.88,14.68,83.2
38669,16190,52,3,97.93,0.0,293.79
38670,16190,36,3,33.65,15.14,85.81
38671,16190,24,1,205.36,10.27,195.09
38672,16191,66,3,234.61,0.0,703.83
38673,16191,35,3,82.41,37.08,210.15
38674,16192,12,2,147.57,29.51,265.63
38675,16192,63,3,200.54,30.08,571.54
38676,16192,58,2,183.14,36.63,329.65
38677,16193,53,2,197.26,0.0,394.52
38678,16193,54,1,200.54,0.0,200.54
38679,16193,51,2,236.82,0.0,473.64
38680,16194,2,3,122.34,0.0,367.02
38681,16194,11,1,211.28,0.0,211.28
38682,16195,61,3,234.61,35.19,668.64
38683,16195,54,1,200.54,0.0,200.54
38684,16195,71,1,159.04,15.9,143.14
38685,16195,58,1,183.14,0.0,183.14
38686,16195,29,3,93.43,0.0,280.29
38687,16196,69,3,177.24,79.76,451.96
38688,16197,57,3,107.13,48.21,273.18
38689,16197,69,2,177.24,0.0,354.48
38690,16197,29,1,93.43,0.0,93.43
38691,16198,70,3,318.01,143.1,810.93
38692,16199,71,3,159.04,47.71,429.41
38693,16199,19,3,206.87,62.06,558.55
38694,16200,17,2,144.83,0.0,289.66
38695,16201,47,2,188.17,56.45,319.89
38696,16201,26,1,183.0,0.0,183.0
38697,16201,53,1,197.26,0.0,197.26
38698,16202,39,1,49.95,0.0,49.95
38699,16203,64,1,256.44,25.64,230.8
38700,16203,51,3,236.82,71.05,639.41
38701,16203,10,1,231.22,0.0,231.22
38702,16203,16,1,110.35,0.0,110.35
38703,16204,62,1,159.59,23.94,135.65
38704,16204,51,1,236.82,35.52,201.3
38705,16204,34,3,41.41,18.63,105.6
38706,16205,12,2,147.57,29.51,265.63
38707,16206,58,2,183.14,18.31,347.97
38708,16206,27,3,68.37,0.0,205.11
38709,16206,2,3,122.34,0.0,367.02
38710,16206,37,3,63.47,19.04,171.37
38711,16207,4,1,97.88,0.0,97.88
38712,16207,44,1,190.78,9.54,181.24
38713,16207,15,2,154.26,0.0,308.52
38714,16207,53,3,197.26,88.77,503.01
38715,16208,44,2,190.78,0.0,381.56
38716,16209,10,1,231.22,0.0,231.22
38717,16209,37,3,63.47,28.56,161.85
38718,16209,39,2,49.95,9.99,89.91
38719,16210,17,1,144.83,0.0,144.83
38720,16211,61,3,234.61,0.0,703.83
38721,16211,31,1,64.68,6.47,58.21
38722,16212,64,2,256.44,51.29,461.59
38723,16212,58,3,183.14,82.41,467.01
38724,16212,39,2,49.95,0.0,99.9
38725,16212,68,1,310.47,46.57,263.9
38726,16212,31,2,64.68,6.47,122.89
38727,16213,41,1,50.99,5.1,45.89
38728,16214,46,1,161.47,24.22,137.25
38729,16214,60,3,212.72,31.91,606.25
38730,16215,37,1,63.47,9.52,53.95
38731,16215,8,1,180.47,0.0,180.47
38732,16215,14,2,172.14,0.0,344.28
38733,16216,36,3,33.65,0.0,100.95
38734,16216,66,1,234.61,11.73,222.88
38735,16216,67,2,310.47,31.05,589.89
38736,16216,59,2,349.44,0.0,698.88
38737,16217,65,2,300.59,30.06,571.12
38738,16217,20,2,238.82,23.88,453.76
38739,16217,8,2,180.47,18.05,342.89
38740,16218,11,3,211.28,0.0,633.84
38741,16219,27,2,68.37,6.84,129.9
38742,16219,40,3,122.76,55.24,313.04
38743,16219,69,2,177.24,17.72,336.76
38744,16220,27,1,68.37,0.0,68.37
38745,16220,35,2,82.41,0.0,164.82
38746,16221,26,3,183.0,0.0,549.0
38747,16221,48,1,367.71,0.0,367.71
38748,16221,37,3,63.47,9.52,180.89
38749,16221,50,3,244.62,0.0,733.86
38750,16221,8,2,180.47,54.14,306.8
38751,16222,11,3,211.28,31.69,602.15
38752,16223,21,3,159.11,0.0,477.33
38753,16224,61,2,234.61,0.0,469.22
38754,16224,22,3,136.34,0.0,409.02
38755,16224,11,3,211.28,95.08,538.76
38756,16225,33,1,82.14,0.0,82.14
38757,16225,31,1,64.68,3.23,61.45
38758,16225,67,2,310.47,31.05,589.89
38759,16226,62,1,159.59,7.98,151.61
38760,16226,43,1,277.53,0.0,277.53
38761,16226,30,1,60.79,0.0,60.79
38762,16227,22,1,136.34,13.63,122.71
38763,16227,14,3,172.14,77.46,438.96
38764,16227,41,1,50.99,0.0,50.99
38765,16228,55,2,478.02,0.0,956.04
38766,16229,26,3,183.0,82.35,466.65
38767,16229,7,2,243.68,0.0,487.36
38768,16229,52,3,97.93,14.69,279.1
38769,16230,43,2,277.53,83.26,471.8
38770,16230,42,1,75.33,0.0,75.33
38771,16230,12,3,147.57,0.0,442.71
38772,16231,39,2,49.95,0.0,99.9
38773,16231,34,1,41.41,2.07,39.34
38774,16231,29,2,93.43,0.0,186.86
38775,16231,65,2,300.59,90.18,511.0
38776,16231,20,2,238.82,0.0,477.64
38777,16232,58,1,183.14,27.47,155.67
38778,16233,10,2,231.22,0.0,462.44
38779,16233,34,1,41.41,6.21,35.2
38780,16234,36,1,33.65,1.68,31.97
38781,16234,27,2,68.37,20.51,116.23
38782,16235,60,2,212.72,63.82,361.62
38783,16236,11,3,211.28,0.0,633.84
38784,16236,4,2,97.88,0.0,195.76
38785,16237,35,2,82.41,0.0,164.82
38786,16238,33,3,82.14,24.64,221.78
38787,16238,62,2,159.59,0.0,319.18
38788,16238,65,2,300.59,0.0,601.18
38789,16238,61,2,234.61,46.92,422.3
38790,16238,70,2,318.01,95.4,540.62
38791,16239,11,3,211.28,31.69,602.15
38792,16239,36,3,33.65,0.0,100.95
38793,16239,3,2,93.62,18.72,168.52
38794,16239,18,3,140.88,0.0,422.64
38795,16240,68,3,310.47,0.0,931.41
38796,16241,71,3,159.04,0.0,477.12
38797,16242,27,1,68.37,0.0,68.37
38798,16243,26,2,183.0,0.0,366.0
38799,16243,54,1,200.54,10.03,190.51
38800,16243,6,2,178.02,35.6,320.44
38801,16244,22,1,136.34,0.0,136.34
38802,16244,45,3,206.77,0.0,620.31
38803,16244,4,2,97.88,19.58,176.18
38804,16245,34,2,41.41,8.28,74.54
38805,16245,41,2,50.99,0.0,101.98
38806,16246,9,1,151.74,0.0,151.74
38807,16246,53,2,197.26,19.73,374.79
38808,16246,18,3,140.88,21.13,401.51
38809,16247,67,1,310.47,31.05,279.42
38810,16247,8,1,180.47,0.0,180.47
38811,16247,23,3,208.08,62.42,561.82
38812,16248,55,3,478.02,215.11,1218.95
38813,16248,59,2,349.44,0.0,698.88
38814,16249,35,3,82.41,0.0,247.23
38815,16249,45,3,206.77,31.02,589.29
38816,16250,59,1,349.44,0.0,349.44
38817,16250,36,1,33.65,0.0,33.65
38818,16250,24,2,205.36,61.61,349.11
38819,16250,14,1,172.14,0.0,172.14
38820,16251,30,3,60.79,18.24,164.13
38821,16252,66,3,234.61,70.38,633.45
38822,16252,55,2,478.02,0.0,956.04
38823,16252,45,2,206.77,20.68,392.86
38824,16253,15,2,154.26,0.0,308.52
38825,16253,5,2,182.17,18.22,346.12
38826,16253,62,1,159.59,0.0,159.59
38827,16253,65,1,300.59,0.0,300.59
38828,16253,10,2,231.22,0.0,462.44
38829,16254,59,1,349.44,34.94,314.5
38830,16254,1,1,248.27,0.0,248.27
38831,16254,23,3,208.08,0.0,624.24
38832,16254,37,3,63.47,0.0,190.41
38833,16255,12,1,147.57,14.76,132.81
38834,16255,59,2,349.44,0.0,698.88
38835,16255,14,2,172.14,51.64,292.64
38836,16256,61,3,234.61,0.0,703.83
38837,16256,63,1,200.54,10.03,190.51
38838,16257,56,2,268.8,80.64,456.96
38839,16258,61,3,234.61,0.0,703.83
38840,16258,70,1,318.01,15.9,302.11
38841,16258,48,1,367.71,55.16,312.55
38842,16258,20,3,238.82,0.0,716.46
38843,16259,66,2,234.61,46.92,422.3
38844,16259,20,3,238.82,107.47,608.99
38845,16259,44,3,190.78,28.62,543.72
38846,16259,27,3,68.37,20.51,184.6
38847,16260,69,3,177.24,0.0,531.72
38848,16260,24,2,205.36,0.0,410.72
38849,16261,23,2,208.08,41.62,374.54
38850,16261,69,2,177.24,35.45,319.03
38851,16261,38,2,52.51,0.0,105.02
38852,16261,4,2,97.88,0.0,195.76
38853,16261,58,3,183.14,27.47,521.95
38854,16262,15,3,154.26,69.42,393.36
38855,16262,25,1,163.63,24.54,139.09
38856,16262,31,2,64.68,0.0,129.36
38857,16262,45,3,206.77,62.03,558.28
38858,16262,30,1,60.79,6.08,54.71
38859,16263,60,2,212.72,21.27,404.17
38860,16264,62,2,159.59,0.0,319.18
38861,16264,8,3,180.47,81.21,460.2
38862,16264,24,2,205.36,0.0,410.72
38863,16265,48,2,367.71,73.54,661.88
38864,16265,67,1,310.47,0.0,310.47
38865,16265,40,3,122.76,0.0,368.28
38866,16266,15,1,154.26,0.0,154.26
38867,16266,28,2,96.03,0.0,192.06
38868,16267,66,3,234.61,70.38,633.45
38869,16267,8,1,180.47,0.0,180.47
38870,16268,9,2,151.74,15.17,288.31
38871,16269,37,3,63.47,28.56,161.85
38872,16269,55,3,478.02,143.41,1290.65
38873,16269,5,-3,182.17,27.33,519.18
38874,16270,4,2,97.88,0.0,195.76
38875,16271,52,2,97.93,29.38,166.48
38876,16271,47,2,188.17,0.0,376.34
38877,16272,58,2,183.14,0.0,366.28
38878,16272,30,1,60.79,9.12,51.67
38879,16272,35,1,82.41,0.0,82.41
38880,16272,2,1,122.34,18.35,103.99
38881,16273,18,3,140.88,0.0,422.64
38882,16274,42,3,75.33,22.6,203.39
38883,16275,23,3,208.08,62.42,561.82
38884,16276,68,3,310.47,0.0,931.41
38885,16277,38,2,52.51,0.0,105.02
38886,16277,11,3,211.28,31.69,602.15
38887,16277,35,1,82.41,0.0,82.41
38888,16278,12,3,147.57,0.0,442.71
38889,16278,8,2,180.47,18.05,342.89
38890,16279,68,3,310.47,93.14,838.27
38891,16280,44,3,190.78,0.0,572.34
38892,16281,8,3,180.47,0.0,541.41
38893,16281,66,1,234.61,23.46,211.15
38894,16281,42,2,75.33,75.3,143.13
38895,16281,21,2,159.11,0.0,318.22
38896,16282,63,1,200.54,0.0,200.54
38897,16282,65,2,300.59,60.12,541.06
38898,16282,7,1,243.68,0.0,243.68
38899,16283,55,2,478.02,143.41,812.63
38900,16284,4,2,97.88,0.0,195.76
38901,16284,65,3,300.59,45.09,856.68
38902,16284,31,3,64.68,0.0,194.04
38903,16284,16,2,110.35,33.1,187.6
38904,16285,28,2,96.03,0.0,192.06
38905,16286,3,3,93.62,28.09,252.77
38906,16287,23,2,208.08,20.81,395.35
38907,16287,61,-1,234.61,11.73,222.88
38908,16287,20,2,238.82,23.88,453.76
38909,16288,32,1,79.0,0.0,79.0
38910,16288,59,3,349.44,0.0,1048.32
38911,16289,71,1,159.04,0.0,159.04
38912,16290,60,2,212.72,21.27,404.17
38913,16290,52,1,97.93,4.9,93.03
38914,16291,46,2,161.47,0.0,322.94
38915,16291,10,1,231.22,0.0,231.22
38916,16291,69,3,177.24,53.17,478.55
38917,16292,39,3,49.95,7.49,142.36
38918,16292,11,2,211.28,63.38,359.18
38919,16292,44,1,190.78,0.0,190.78
38920,16292,43,1,277.53,13.88,263.65
38921,16293,24,1,205.36,0.0,205.36
38922,16293,46,1,161.47,0.0,161.47
38923,16293,12,2,147.57,0.0,295.14
38924,16294,25,2,163.63,0.0,327.26
38925,16294,63,-1,200.54,0.0,200.54
38926,16294,5,1,182.17,0.0,182.17
38927,16294,66,2,234.61,0.0,469.22
38928,16295,27,1,68.37,6.84,61.53
38929,16295,31,1,64.68,0.0,64.68
38930,16296,47,1,188.17,0.0,188.17
38931,16296,38,3,52.51,0.0,157.53
38932,16296,14,1,172.14,25.82,146.32
38933,16297,63,3,200.54,30.08,571.54
38934,16297,71,1,159.04,15.9,143.14
38935,16297,15,3,154.26,23.14,439.64
38936,16297,29,2,93.43,18.69,168.17
38937,16297,22,1,136.34,0.0,136.34
38938,16298,39,1,49.95,0.0,49.95
38939,16298,64,1,256.44,256.4,230.8
38940,16298,58,1,183.14,0.0,183.14
38941,16299,3,2,93.62,9.36,177.88
38942,16299,65,1,300.59,0.0,300.59
38943,16299,33,3,82.14,0.0,246.42
38944,16300,60,1,212.72,21.27,191.45
38945,16301,37,3,63.47,0.0,190.41
38946,16301,7,1,243.68,12.18,231.5
38947,16301,21,3,159.11,0.0,477.33
38948,16301,23,1,208.08,31.21,176.87
38949,16302,26,2,183.0,0.0,366.0
38950,16303,34,1,41.41,0.0,41.41
38951,16303,21,1,159.11,0.0,159.11
38952,16303,32,3,79.0,0.0,237.0
38953,16303,17,3,144.83,0.0,434.49
38954,16304,35,2,82.41,0.0,164.82
38955,16304,45,1,206.77,31.02,175.75
38956,16305,31,3,64.68,0.0,194.04
38957,16305,28,3,96.03,0.0,288.09
38958,16305,7,1,243.68,36.55,207.13
38959,16305,4,2,97.88,29.36,166.4
38960,16305,51,3,236.82,0.0,710.46
38961,16306,64,2,256.44,0.0,512.88
38962,16307,23,3,208.08,93.64,530.6
38963,16307,28,2,96.03,9.6,182.46
38964,16308,57,2,107.13,21.43,192.83
38965,16308,31,2,64.68,19.4,109.96
38966,16308,27,2,68.37,13.67,123.07
38967,16308,1,3,248.27,74.48,670.33
38968,16309,35,2,82.41,0.0,164.82
38969,16309,19,3,206.87,0.0,620.61
38970,16310,22,3,136.34,20.45,388.57
38971,16310,64,1,256.44,0.0,256.44
